FILENAME,CLASS,LABEL,SCORE
Galaxy10_DECals-dataset-07640,4,9,0.2333
Galaxy10_DECals-dataset-05771,3,9,0.3333
Galaxy10_DECals-dataset-14776,8,9,0.4333
Galaxy10_DECals-dataset-07551,3,2,0.2667
Galaxy10_DECals-dataset-12272,7,7,0.3
Galaxy10_DECals-dataset-06687,3,3,0.2667
Galaxy10_DECals-dataset-04160,2,2,0.3667
Galaxy10_DECals-dataset-09045,5,5,0.4333
Galaxy10_DECals-dataset-07025,3,3,0.5111
Galaxy10_DECals-dataset-02387,1,7,0.3667
Galaxy10_DECals-dataset-16550,9,9,0.4667
Galaxy10_DECals-dataset-02409,1,1,0.3667
Galaxy10_DECals-dataset-15607,8,8,0.6
Galaxy10_DECals-dataset-05722,3,1,0.2
Galaxy10_DECals-dataset-14205,7,7,0.4667
Galaxy10_DECals-dataset-17269,9,8,0.6
Galaxy10_DECals-dataset-08558,5,7,0.325
Galaxy10_DECals-dataset-04784,2,2,0.9
Galaxy10_DECals-dataset-16375,9,9,0.6
Galaxy10_DECals-dataset-10193,6,7,0.3667
Galaxy10_DECals-dataset-15568,8,8,0.6333
Galaxy10_DECals-dataset-09392,5,7,0.2667
Galaxy10_DECals-dataset-00639,0,3,0.3667
Galaxy10_DECals-dataset-06958,3,3,0.8667
Galaxy10_DECals-dataset-17112,9,9,0.7667
Galaxy10_DECals-dataset-09325,5,7,0.3333
Galaxy10_DECals-dataset-02246,1,1,0.3667
Galaxy10_DECals-dataset-00607,0,2,0.3
Galaxy10_DECals-dataset-07012,3,3,0.7
Galaxy10_DECals-dataset-17415,9,9,0.4
Galaxy10_DECals-dataset-11694,6,7,0.4
Galaxy10_DECals-dataset-15142,8,8,0.5333
Galaxy10_DECals-dataset-17536,9,9,0.7
Galaxy10_DECals-dataset-02973,2,2,0.9667
Galaxy10_DECals-dataset-13659,7,7,0.3667
Galaxy10_DECals-dataset-02964,2,2,0.6667
Galaxy10_DECals-dataset-03873,2,2,0.8333
Galaxy10_DECals-dataset-00466,0,1,0.2333
Galaxy10_DECals-dataset-02348,1,4,0.7
Galaxy10_DECals-dataset-08296,5,7,0.3333
Galaxy10_DECals-dataset-09799,5,7,0.2667
Galaxy10_DECals-dataset-15615,8,8,0.4
Galaxy10_DECals-dataset-02906,1,3,0.2333
Galaxy10_DECals-dataset-13532,7,3,0.2667
Galaxy10_DECals-dataset-07453,3,3,0.3333
Galaxy10_DECals-dataset-10250,6,6,0.2667
Galaxy10_DECals-dataset-14880,8,8,0.3667
Galaxy10_DECals-dataset-04301,2,2,0.3667
Galaxy10_DECals-dataset-09916,5,6,0.3333
Galaxy10_DECals-dataset-11755,6,6,0.2667
Galaxy10_DECals-dataset-01210,1,1,0.4
Galaxy10_DECals-dataset-00224,0,5,0.3333
Galaxy10_DECals-dataset-03864,2,2,0.7667
Galaxy10_DECals-dataset-16585,9,9,0.4333
Galaxy10_DECals-dataset-17116,9,9,0.5333
Galaxy10_DECals-dataset-10474,6,6,0.4667
Galaxy10_DECals-dataset-06798,3,3,0.2333
Galaxy10_DECals-dataset-06780,3,3,0.5667
Galaxy10_DECals-dataset-05779,3,3,0.7333
Galaxy10_DECals-dataset-13590,7,7,0.3333
Galaxy10_DECals-dataset-12763,7,7,0.2667
Galaxy10_DECals-dataset-17632,9,9,0.4667
Galaxy10_DECals-dataset-10099,6,1,0.1667
Galaxy10_DECals-dataset-11434,6,7,0.3
Galaxy10_DECals-dataset-12885,7,6,0.2667
Galaxy10_DECals-dataset-11050,6,1,0.2
Galaxy10_DECals-dataset-06989,3,3,0.3667
Galaxy10_DECals-dataset-14524,8,9,0.3333
Galaxy10_DECals-dataset-11476,6,6,0.3667
Galaxy10_DECals-dataset-03016,2,2,0.6333
Galaxy10_DECals-dataset-12471,7,9,0.2667
Galaxy10_DECals-dataset-09613,5,7,0.2667
Galaxy10_DECals-dataset-13359,7,6,0.3
Galaxy10_DECals-dataset-10012,6,7,0.2667
Galaxy10_DECals-dataset-01282,1,3,0.2
Galaxy10_DECals-dataset-10293,6,5,0.4333
Galaxy10_DECals-dataset-07823,4,4,0.3
Galaxy10_DECals-dataset-02393,1,1,0.3
Galaxy10_DECals-dataset-05126,2,2,0.9
Galaxy10_DECals-dataset-04282,2,2,0.7667
Galaxy10_DECals-dataset-04673,2,2,0.3
Galaxy10_DECals-dataset-00414,0,2,0.2667
Galaxy10_DECals-dataset-09447,5,6,0.3333
Galaxy10_DECals-dataset-11610,6,6,0.3333
Galaxy10_DECals-dataset-06740,3,3,0.75
Galaxy10_DECals-dataset-16870,9,9,0.8333
Galaxy10_DECals-dataset-12067,7,3,0.2667
Galaxy10_DECals-dataset-14256,7,6,0.4
Galaxy10_DECals-dataset-15938,9,9,0.4667
Galaxy10_DECals-dataset-07429,3,3,0.3333
Galaxy10_DECals-dataset-09693,5,5,0.4333
Galaxy10_DECals-dataset-04869,2,2,0.7
Galaxy10_DECals-dataset-17606,9,8,0.5
Galaxy10_DECals-dataset-13034,7,3,0.3
Galaxy10_DECals-dataset-05570,2,1,0.2667
Galaxy10_DECals-dataset-01068,0,7,0.3667
Galaxy10_DECals-dataset-10957,6,2,0.2333
Galaxy10_DECals-dataset-17560,9,9,0.4333
Galaxy10_DECals-dataset-06942,3,3,0.7
Galaxy10_DECals-dataset-07014,3,1,0.4
Galaxy10_DECals-dataset-00201,0,5,0.3
Galaxy10_DECals-dataset-00147,0,1,0.2
Galaxy10_DECals-dataset-05215,2,6,0.4
Galaxy10_DECals-dataset-08837,5,7,0.3
Galaxy10_DECals-dataset-04270,2,2,0.7
Galaxy10_DECals-dataset-01899,1,2,0.2
Galaxy10_DECals-dataset-10659,6,9,0.2667
Galaxy10_DECals-dataset-00802,0,1,0.2333
Galaxy10_DECals-dataset-04932,2,6,0.3333
Galaxy10_DECals-dataset-07849,4,4,0.2
Galaxy10_DECals-dataset-01083,1,1,0.3
Galaxy10_DECals-dataset-09543,5,7,0.4333
Galaxy10_DECals-dataset-15545,8,8,0.2667
Galaxy10_DECals-dataset-17195,9,9,0.8
Galaxy10_DECals-dataset-02853,1,5,0.3
Galaxy10_DECals-dataset-16538,9,9,0.4
Galaxy10_DECals-dataset-09022,5,6,0.3667
Galaxy10_DECals-dataset-06363,3,2,0.2667
Galaxy10_DECals-dataset-05974,3,3,0.5667
Galaxy10_DECals-dataset-13403,7,7,0.3
Galaxy10_DECals-dataset-13991,7,7,0.3667
Galaxy10_DECals-dataset-05023,2,2,0.3667
Galaxy10_DECals-dataset-09263,5,5,0.4
Galaxy10_DECals-dataset-11016,6,6,0.4667
Galaxy10_DECals-dataset-13569,7,3,0.4667
Galaxy10_DECals-dataset-15708,8,8,0.3333
Galaxy10_DECals-dataset-09929,5,6,0.4
Galaxy10_DECals-dataset-10964,6,6,0.3667
Galaxy10_DECals-dataset-06073,3,3,0.42
Galaxy10_DECals-dataset-17558,9,9,0.3667
Galaxy10_DECals-dataset-01056,0,7,0.3667
Galaxy10_DECals-dataset-06469,3,3,0.35
Galaxy10_DECals-dataset-08175,5,1,0.2333
Galaxy10_DECals-dataset-04428,2,2,0.3667
Galaxy10_DECals-dataset-16046,9,9,0.6
Galaxy10_DECals-dataset-12968,7,1,0.2333
Galaxy10_DECals-dataset-16613,9,9,0.3
Galaxy10_DECals-dataset-12755,7,6,0.2667
Galaxy10_DECals-dataset-10288,6,6,0.2667
Galaxy10_DECals-dataset-00279,0,9,0.3667
Galaxy10_DECals-dataset-01019,0,5,0.3
Galaxy10_DECals-dataset-04639,2,3,0.2667
Galaxy10_DECals-dataset-12285,7,5,0.1667
Galaxy10_DECals-dataset-08590,5,6,0.3667
Galaxy10_DECals-dataset-01990,1,1,0.2667
Galaxy10_DECals-dataset-05382,2,2,0.2667
Galaxy10_DECals-dataset-13350,7,3,0.4
Galaxy10_DECals-dataset-00702,0,3,0.3
Galaxy10_DECals-dataset-10226,6,7,0.3667
Galaxy10_DECals-dataset-10904,6,7,0.3667
Galaxy10_DECals-dataset-12104,7,7,0.4333
Galaxy10_DECals-dataset-05829,3,2,0.5
Galaxy10_DECals-dataset-06957,3,3,0.3667
Galaxy10_DECals-dataset-17285,9,9,0.4667
Galaxy10_DECals-dataset-07796,4,9,0.3
Galaxy10_DECals-dataset-06998,3,3,0.6333
Galaxy10_DECals-dataset-10007,6,5,0.3333
Galaxy10_DECals-dataset-13339,7,2,0.2
Galaxy10_DECals-dataset-10162,6,6,0.2
Galaxy10_DECals-dataset-11059,6,2,0.2
Galaxy10_DECals-dataset-13702,7,7,0.4
Galaxy10_DECals-dataset-00623,0,7,0.3333
Galaxy10_DECals-dataset-13797,7,5,0.3667
Galaxy10_DECals-dataset-00681,0,7,0.5333
Galaxy10_DECals-dataset-13312,7,7,0.4667
Galaxy10_DECals-dataset-17511,9,7,0.2333
Galaxy10_DECals-dataset-03190,2,2,0.6667
Galaxy10_DECals-dataset-00152,0,9,0.2333
Galaxy10_DECals-dataset-09369,5,7,0.3333
Galaxy10_DECals-dataset-11420,6,6,0.5
Galaxy10_DECals-dataset-09969,5,5,0.4667
Galaxy10_DECals-dataset-14783,8,9,0.3
Galaxy10_DECals-dataset-04644,2,5,0.2
Galaxy10_DECals-dataset-07995,5,7,0.2
Galaxy10_DECals-dataset-14225,7,7,0.4667
Galaxy10_DECals-dataset-05349,2,2,0.4667
Galaxy10_DECals-dataset-08504,5,7,0.3667
Galaxy10_DECals-dataset-08106,5,1,0.2
Galaxy10_DECals-dataset-12462,7,7,0.3
Galaxy10_DECals-dataset-02465,1,1,0.3
Galaxy10_DECals-dataset-04141,2,2,0.2667
Galaxy10_DECals-dataset-13166,7,7,0.5333
Galaxy10_DECals-dataset-08378,5,2,0.3333
Galaxy10_DECals-dataset-00455,0,6,0.2667
Galaxy10_DECals-dataset-11277,6,6,0.3
Galaxy10_DECals-dataset-17531,9,9,0.5667
Galaxy10_DECals-dataset-13090,7,7,0.3333
Galaxy10_DECals-dataset-03695,2,1,0.5
Galaxy10_DECals-dataset-08018,5,6,0.3
Galaxy10_DECals-dataset-10483,6,7,0.3667
Galaxy10_DECals-dataset-08418,5,3,0.5333
Galaxy10_DECals-dataset-08592,5,5,0.5333
Galaxy10_DECals-dataset-13315,7,9,0.2667
Galaxy10_DECals-dataset-08217,5,5,0.2
Galaxy10_DECals-dataset-09560,5,5,0.5
Galaxy10_DECals-dataset-10219,6,2,0.2333
Galaxy10_DECals-dataset-14133,7,7,0.5333
Galaxy10_DECals-dataset-16441,9,9,0.6333
Galaxy10_DECals-dataset-13748,7,7,0.4
Galaxy10_DECals-dataset-00103,0,7,0.2333
Galaxy10_DECals-dataset-08813,5,5,0.3
Galaxy10_DECals-dataset-07721,4,1,0.1667
Galaxy10_DECals-dataset-15595,8,8,0.4667
Galaxy10_DECals-dataset-00489,0,5,0.2667
Galaxy10_DECals-dataset-16756,9,6,0.2333
Galaxy10_DECals-dataset-16895,9,9,0.5667
Galaxy10_DECals-dataset-13323,7,7,0.3
Galaxy10_DECals-dataset-08615,5,9,0.2333
Galaxy10_DECals-dataset-01929,1,1,0.3
Galaxy10_DECals-dataset-15367,8,9,0.2667
Galaxy10_DECals-dataset-11837,7,7,0.325
Galaxy10_DECals-dataset-10717,6,5,0.2333
Galaxy10_DECals-dataset-00053,0,6,0.3667
Galaxy10_DECals-dataset-10922,6,7,0.2333
Galaxy10_DECals-dataset-09589,5,7,0.2333
Galaxy10_DECals-dataset-10946,6,5,0.3333
Galaxy10_DECals-dataset-10872,6,7,0.4667
Galaxy10_DECals-dataset-12525,7,6,0.3333
Galaxy10_DECals-dataset-16678,9,9,0.6667
Galaxy10_DECals-dataset-05715,3,3,0.3333
Galaxy10_DECals-dataset-17601,9,9,0.3667
Galaxy10_DECals-dataset-06929,3,3,0.4667
Galaxy10_DECals-dataset-07329,3,3,0.6667
Galaxy10_DECals-dataset-13305,7,8,0.3333
Galaxy10_DECals-dataset-07258,3,2,0.9
Galaxy10_DECals-dataset-15856,8,1,0.2
Galaxy10_DECals-dataset-01021,0,5,0.3667
Galaxy10_DECals-dataset-03374,2,1,0.2333
Galaxy10_DECals-dataset-12119,7,7,0.3333
Galaxy10_DECals-dataset-09252,5,7,0.2667
Galaxy10_DECals-dataset-13331,7,7,0.2667
Galaxy10_DECals-dataset-14078,7,7,0.2667
Galaxy10_DECals-dataset-13298,7,7,0.4
Galaxy10_DECals-dataset-07411,3,3,0.6667
Galaxy10_DECals-dataset-17555,9,7,0.2667
Galaxy10_DECals-dataset-09579,5,3,0.2333
Galaxy10_DECals-dataset-09499,5,5,0.2667
Galaxy10_DECals-dataset-04870,2,2,0.3667
Galaxy10_DECals-dataset-12413,7,2,0.1667
Galaxy10_DECals-dataset-12301,7,7,0.2667
Galaxy10_DECals-dataset-10583,6,5,0.4
Galaxy10_DECals-dataset-13840,7,3,0.2667
Galaxy10_DECals-dataset-14630,8,9,0.3333
Galaxy10_DECals-dataset-02583,1,1,0.3333
Galaxy10_DECals-dataset-13322,7,7,0.3
Galaxy10_DECals-dataset-13348,7,7,0.5333
Galaxy10_DECals-dataset-15922,9,9,0.6333
Galaxy10_DECals-dataset-02727,1,1,0.3333
Galaxy10_DECals-dataset-14023,7,5,0.2667
Galaxy10_DECals-dataset-03603,2,2,0.3333
Galaxy10_DECals-dataset-15301,8,9,0.2667
Galaxy10_DECals-dataset-08676,5,5,0.2667
Galaxy10_DECals-dataset-03163,2,2,0.9333
Galaxy10_DECals-dataset-16392,9,9,0.5
Galaxy10_DECals-dataset-10823,6,5,0.3333
Galaxy10_DECals-dataset-09194,5,7,0.3667
Galaxy10_DECals-dataset-11502,6,6,0.3667
Galaxy10_DECals-dataset-13399,7,7,0.3
Galaxy10_DECals-dataset-17532,9,9,0.6333
Galaxy10_DECals-dataset-15572,8,8,0.6
Galaxy10_DECals-dataset-17687,9,8,0.2667
Galaxy10_DECals-dataset-15230,8,9,0.2667
Galaxy10_DECals-dataset-04970,2,2,0.4333
Galaxy10_DECals-dataset-02982,2,2,0.8
Galaxy10_DECals-dataset-15516,8,8,0.3333
Galaxy10_DECals-dataset-05280,2,2,0.7
Galaxy10_DECals-dataset-04886,2,1,0.2333
Galaxy10_DECals-dataset-05442,2,6,0.8667
Galaxy10_DECals-dataset-02414,1,3,0.5
Galaxy10_DECals-dataset-14487,8,8,0.4
Galaxy10_DECals-dataset-02652,1,7,0.2
Galaxy10_DECals-dataset-04403,2,1,0.4333
Galaxy10_DECals-dataset-14478,8,9,0.4667
Galaxy10_DECals-dataset-00858,0,5,0.2333
Galaxy10_DECals-dataset-02636,1,2,0.1667
Galaxy10_DECals-dataset-15363,8,8,0.6667
Galaxy10_DECals-dataset-17144,9,9,0.5
Galaxy10_DECals-dataset-05356,2,2,0.9333
Galaxy10_DECals-dataset-07526,3,8,0.3333
Galaxy10_DECals-dataset-01373,1,1,0.4333
Galaxy10_DECals-dataset-04462,2,1,0.3333
Galaxy10_DECals-dataset-05225,2,2,0.3667
Galaxy10_DECals-dataset-06085,3,2,0.3333
Galaxy10_DECals-dataset-10907,6,5,0.4667
Galaxy10_DECals-dataset-01245,1,1,0.4
Galaxy10_DECals-dataset-08323,5,7,0.2333
Galaxy10_DECals-dataset-10229,6,7,0.3
Galaxy10_DECals-dataset-03529,2,2,0.8667
Galaxy10_DECals-dataset-17358,9,9,0.3
Galaxy10_DECals-dataset-14449,8,9,0.4
Galaxy10_DECals-dataset-14231,7,7,0.2333
Galaxy10_DECals-dataset-03421,2,2,0.6333
Galaxy10_DECals-dataset-10052,6,7,0.3
Galaxy10_DECals-dataset-11288,6,6,0.6667
Galaxy10_DECals-dataset-05373,2,2,0.8
Galaxy10_DECals-dataset-08588,5,7,0.3
Galaxy10_DECals-dataset-10028,6,6,0.2667
Galaxy10_DECals-dataset-08647,5,3,0.2333
Galaxy10_DECals-dataset-14581,8,9,0.4333
Galaxy10_DECals-dataset-06679,3,3,0.4667
Galaxy10_DECals-dataset-02062,1,6,0.3333
Galaxy10_DECals-dataset-05636,3,3,0.2333
Galaxy10_DECals-dataset-10748,6,6,0.3667
Galaxy10_DECals-dataset-07457,3,3,0.4
Galaxy10_DECals-dataset-00339,0,7,0.2417
Galaxy10_DECals-dataset-10667,6,9,0.3
Galaxy10_DECals-dataset-00725,0,7,0.2867
Galaxy10_DECals-dataset-12366,7,3,0.6667
Galaxy10_DECals-dataset-16706,9,9,0.5667
Galaxy10_DECals-dataset-01096,1,1,0.5667
Galaxy10_DECals-dataset-03289,2,2,0.8667
Galaxy10_DECals-dataset-09568,5,5,0.6333
Galaxy10_DECals-dataset-08500,5,5,0.3333
Galaxy10_DECals-dataset-03778,2,2,0.5333
Galaxy10_DECals-dataset-17077,9,7,0.2333
Galaxy10_DECals-dataset-14158,7,5,0.2
Galaxy10_DECals-dataset-07003,3,3,0.3333
Galaxy10_DECals-dataset-08252,5,9,0.2
Galaxy10_DECals-dataset-11403,6,2,0.4333
Galaxy10_DECals-dataset-14622,8,9,0.5
Galaxy10_DECals-dataset-01429,1,1,0.3333
Galaxy10_DECals-dataset-17461,9,7,0.2
Galaxy10_DECals-dataset-14413,7,7,0.3667
Galaxy10_DECals-dataset-05209,2,2,0.5667
Galaxy10_DECals-dataset-05800,3,3,0.3
Galaxy10_DECals-dataset-12411,7,7,0.4
Galaxy10_DECals-dataset-12376,7,8,0.2333
Galaxy10_DECals-dataset-07790,4,7,0.3667
Galaxy10_DECals-dataset-15534,8,1,0.2
Galaxy10_DECals-dataset-01410,1,5,0.2667
Galaxy10_DECals-dataset-10314,6,6,0.3667
Galaxy10_DECals-dataset-17109,9,8,0.4333
Galaxy10_DECals-dataset-02529,1,1,0.2333
Galaxy10_DECals-dataset-02540,1,3,0.3667
Galaxy10_DECals-dataset-15491,8,8,0.5667
Galaxy10_DECals-dataset-10083,6,3,0.3
Galaxy10_DECals-dataset-10029,6,5,0.3
Galaxy10_DECals-dataset-16915,9,9,0.6667
Galaxy10_DECals-dataset-16769,9,9,0.5667
Galaxy10_DECals-dataset-07316,3,3,0.4
Galaxy10_DECals-dataset-12506,7,7,0.2333
Galaxy10_DECals-dataset-12361,7,7,0.3
Galaxy10_DECals-dataset-07724,4,7,0.3
Galaxy10_DECals-dataset-01523,1,7,0.4333
Galaxy10_DECals-dataset-02068,1,6,0.3667
Galaxy10_DECals-dataset-11096,6,5,0.3333
Galaxy10_DECals-dataset-14337,7,0,0.2333
Galaxy10_DECals-dataset-01069,0,2,0.2
Galaxy10_DECals-dataset-09069,5,5,0.3667
Galaxy10_DECals-dataset-15304,8,8,0.7667
Galaxy10_DECals-dataset-16269,9,9,0.4333
Galaxy10_DECals-dataset-06222,3,7,0.2667
Galaxy10_DECals-dataset-08748,5,5,0.3333
Galaxy10_DECals-dataset-16603,9,8,0.5
Galaxy10_DECals-dataset-06763,3,3,0.2667
Galaxy10_DECals-dataset-11592,6,6,0.2667
Galaxy10_DECals-dataset-15017,8,8,0.5333
Galaxy10_DECals-dataset-04086,2,2,0.4
Galaxy10_DECals-dataset-00441,0,1,0.1667
Galaxy10_DECals-dataset-04682,2,2,0.7333
Galaxy10_DECals-dataset-10864,6,5,0.2667
Galaxy10_DECals-dataset-03797,2,2,0.6
Galaxy10_DECals-dataset-00600,0,6,0.3333
Galaxy10_DECals-dataset-11574,6,1,0.1833
Galaxy10_DECals-dataset-02718,1,7,0.3
Galaxy10_DECals-dataset-11362,6,7,0.4667
Galaxy10_DECals-dataset-06166,3,3,0.3
Galaxy10_DECals-dataset-15255,8,8,0.5
Galaxy10_DECals-dataset-17594,9,8,0.3333
Galaxy10_DECals-dataset-09815,5,5,0.4333
Galaxy10_DECals-dataset-14423,7,3,0.2667
Galaxy10_DECals-dataset-15167,8,8,0.5
Galaxy10_DECals-dataset-02073,1,1,0.3667
Galaxy10_DECals-dataset-15241,8,8,0.4
Galaxy10_DECals-dataset-06675,3,3,0.6
Galaxy10_DECals-dataset-06007,3,1,0.2333
Galaxy10_DECals-dataset-11086,6,5,0.3
Galaxy10_DECals-dataset-04789,2,3,0.2
Galaxy10_DECals-dataset-13633,7,7,0.2
Galaxy10_DECals-dataset-11754,6,6,0.3667
Galaxy10_DECals-dataset-09471,5,7,0.2333
Galaxy10_DECals-dataset-07530,3,3,0.3762
Galaxy10_DECals-dataset-14751,8,8,0.3333
Galaxy10_DECals-dataset-16396,9,9,0.2667
Galaxy10_DECals-dataset-00838,0,2,0.5
Galaxy10_DECals-dataset-02586,1,3,0.4
Galaxy10_DECals-dataset-07493,3,3,0.3667
Galaxy10_DECals-dataset-04781,2,2,0.8
Galaxy10_DECals-dataset-13783,7,5,0.3333
Galaxy10_DECals-dataset-06532,3,3,0.5
Galaxy10_DECals-dataset-17066,9,8,0.4667
Galaxy10_DECals-dataset-15976,9,9,0.5667
Galaxy10_DECals-dataset-03970,2,2,0.4667
Galaxy10_DECals-dataset-15260,8,8,0.5333
Galaxy10_DECals-dataset-14915,8,8,0.5
Galaxy10_DECals-dataset-04162,2,2,0.9667
Galaxy10_DECals-dataset-05689,3,7,0.3
Galaxy10_DECals-dataset-12576,7,7,0.2667
Galaxy10_DECals-dataset-03593,2,2,0.9
Galaxy10_DECals-dataset-00709,0,2,0.7167
Galaxy10_DECals-dataset-07455,3,3,0.5667
Galaxy10_DECals-dataset-10187,6,1,0.2667
Galaxy10_DECals-dataset-13158,7,7,0.3333
Galaxy10_DECals-dataset-17351,9,0,0.2333
Galaxy10_DECals-dataset-03093,2,2,0.5667
Galaxy10_DECals-dataset-16280,9,9,0.4333
Galaxy10_DECals-dataset-08948,5,5,0.3667
Galaxy10_DECals-dataset-10429,6,7,0.3333
Galaxy10_DECals-dataset-08100,5,6,0.2667
Galaxy10_DECals-dataset-15335,8,8,0.4
Galaxy10_DECals-dataset-08693,5,5,0.3667
Galaxy10_DECals-dataset-05094,2,2,0.3667
Galaxy10_DECals-dataset-05229,2,2,0.5
Galaxy10_DECals-dataset-10168,6,1,0.2
Galaxy10_DECals-dataset-04727,2,2,0.5
Galaxy10_DECals-dataset-07050,3,3,0.6333
Galaxy10_DECals-dataset-00472,0,7,0.3333
Galaxy10_DECals-dataset-00337,0,5,0.3
Galaxy10_DECals-dataset-17637,9,9,0.6333
Galaxy10_DECals-dataset-12345,7,7,0.3
Galaxy10_DECals-dataset-04084,2,2,0.4667
Galaxy10_DECals-dataset-11396,6,6,0.5333
Galaxy10_DECals-dataset-05249,2,2,0.8
Galaxy10_DECals-dataset-02590,1,1,0.5
Galaxy10_DECals-dataset-07636,4,9,0.3
Galaxy10_DECals-dataset-15641,8,9,0.2667
Galaxy10_DECals-dataset-13309,7,3,0.4667
Galaxy10_DECals-dataset-11163,6,7,0.2667
Galaxy10_DECals-dataset-07506,3,2,0.2667
Galaxy10_DECals-dataset-00899,0,6,0.2333
Galaxy10_DECals-dataset-00727,0,7,0.2333
Galaxy10_DECals-dataset-14869,8,8,0.5222
Galaxy10_DECals-dataset-02256,1,1,0.4667
Galaxy10_DECals-dataset-16941,9,5,0.2333
Galaxy10_DECals-dataset-08854,5,5,0.3
Galaxy10_DECals-dataset-05027,2,2,0.9667
Galaxy10_DECals-dataset-09618,5,7,0.3333
Galaxy10_DECals-dataset-08005,5,6,0.3667
Galaxy10_DECals-dataset-08139,5,5,0.3667
Galaxy10_DECals-dataset-05611,3,3,0.3667
Galaxy10_DECals-dataset-01746,1,3,0.2667
Galaxy10_DECals-dataset-00897,0,3,0.4667
Galaxy10_DECals-dataset-07931,4,9,0.2333
Galaxy10_DECals-dataset-04650,2,2,0.8333
Galaxy10_DECals-dataset-05423,2,2,0.9333
Galaxy10_DECals-dataset-03015,2,2,1.0
Galaxy10_DECals-dataset-00119,0,1,0.2333
Galaxy10_DECals-dataset-14300,7,7,0.3333
Galaxy10_DECals-dataset-03416,2,7,0.3
