FILENAME,CLASS,LABEL
Galaxy10_DECals-dataset-00841,0,7
Galaxy10_DECals-dataset-00842,0,7
Galaxy10_DECals-dataset-00843,0,7
Galaxy10_DECals-dataset-00844,0,7
Galaxy10_DECals-dataset-00845,0,7
Galaxy10_DECals-dataset-00847,0,3
Galaxy10_DECals-dataset-00848,0,3
Galaxy10_DECals-dataset-00849,0,7
Galaxy10_DECals-dataset-00851,0,2
Galaxy10_DECals-dataset-00852,0,3
Galaxy10_DECals-dataset-00853,0,3
Galaxy10_DECals-dataset-00854,0,7
Galaxy10_DECals-dataset-00855,0,7
Galaxy10_DECals-dataset-00856,0,7
Galaxy10_DECals-dataset-00857,0,3
Galaxy10_DECals-dataset-00858,0,7
Galaxy10_DECals-dataset-00859,0,5
Galaxy10_DECals-dataset-00860,0,3
Galaxy10_DECals-dataset-00861,0,3
Galaxy10_DECals-dataset-00862,0,3
Galaxy10_DECals-dataset-00864,0,6
Galaxy10_DECals-dataset-00865,0,8
Galaxy10_DECals-dataset-00866,0,3
Galaxy10_DECals-dataset-00867,0,7
Galaxy10_DECals-dataset-00868,0,7
Galaxy10_DECals-dataset-00870,0,3
Galaxy10_DECals-dataset-00871,0,7
Galaxy10_DECals-dataset-00872,0,7
Galaxy10_DECals-dataset-00873,0,3
Galaxy10_DECals-dataset-00874,0,7
Galaxy10_DECals-dataset-00875,0,3
Galaxy10_DECals-dataset-00876,0,3
Galaxy10_DECals-dataset-00877,0,3
Galaxy10_DECals-dataset-00878,0,7
Galaxy10_DECals-dataset-00879,0,9
Galaxy10_DECals-dataset-00880,0,4
Galaxy10_DECals-dataset-00881,0,7
Galaxy10_DECals-dataset-00882,0,7
Galaxy10_DECals-dataset-00883,0,7
Galaxy10_DECals-dataset-00884,0,7
Galaxy10_DECals-dataset-00885,0,4
Galaxy10_DECals-dataset-00886,0,5
Galaxy10_DECals-dataset-00887,0,2
Galaxy10_DECals-dataset-00888,0,4
Galaxy10_DECals-dataset-00889,0,3
Galaxy10_DECals-dataset-00890,0,3
Galaxy10_DECals-dataset-00891,0,7
Galaxy10_DECals-dataset-00892,0,3
Galaxy10_DECals-dataset-00893,0,2
Galaxy10_DECals-dataset-00894,0,7
Galaxy10_DECals-dataset-00895,0,7
Galaxy10_DECals-dataset-00897,0,7
Galaxy10_DECals-dataset-00898,0,7
Galaxy10_DECals-dataset-00899,0,7
Galaxy10_DECals-dataset-00900,0,7
Galaxy10_DECals-dataset-00901,0,7
Galaxy10_DECals-dataset-00902,0,7
Galaxy10_DECals-dataset-00903,0,7
Galaxy10_DECals-dataset-00904,0,5
Galaxy10_DECals-dataset-00905,0,5
Galaxy10_DECals-dataset-00906,0,7
Galaxy10_DECals-dataset-00907,0,7
Galaxy10_DECals-dataset-00908,0,3
Galaxy10_DECals-dataset-00909,0,7
Galaxy10_DECals-dataset-00910,0,8
Galaxy10_DECals-dataset-00911,0,3
Galaxy10_DECals-dataset-00912,0,3
Galaxy10_DECals-dataset-00913,0,2
Galaxy10_DECals-dataset-00914,0,3
Galaxy10_DECals-dataset-00915,0,7
Galaxy10_DECals-dataset-00916,0,7
Galaxy10_DECals-dataset-00917,0,3
Galaxy10_DECals-dataset-00918,0,2
Galaxy10_DECals-dataset-00919,0,7
Galaxy10_DECals-dataset-00920,0,3
Galaxy10_DECals-dataset-00921,0,2
Galaxy10_DECals-dataset-00922,0,7
Galaxy10_DECals-dataset-00923,0,3
Galaxy10_DECals-dataset-00924,0,7
Galaxy10_DECals-dataset-00925,0,7
Galaxy10_DECals-dataset-00926,0,3
Galaxy10_DECals-dataset-00927,0,3
Galaxy10_DECals-dataset-00928,0,7
Galaxy10_DECals-dataset-00929,0,2
Galaxy10_DECals-dataset-00930,0,7
Galaxy10_DECals-dataset-00932,0,7
Galaxy10_DECals-dataset-00933,0,7
Galaxy10_DECals-dataset-00934,0,8
Galaxy10_DECals-dataset-00935,0,7
Galaxy10_DECals-dataset-00936,0,7
Galaxy10_DECals-dataset-00937,0,8
Galaxy10_DECals-dataset-00938,0,6
Galaxy10_DECals-dataset-00939,0,8
Galaxy10_DECals-dataset-00940,0,7
Galaxy10_DECals-dataset-00942,0,6
Galaxy10_DECals-dataset-00943,0,4
Galaxy10_DECals-dataset-00944,0,4
Galaxy10_DECals-dataset-00946,0,7
Galaxy10_DECals-dataset-00947,0,5
Galaxy10_DECals-dataset-00948,0,2
Galaxy10_DECals-dataset-00949,0,8
Galaxy10_DECals-dataset-00950,0,3
Galaxy10_DECals-dataset-00951,0,7
Galaxy10_DECals-dataset-00952,0,7
Galaxy10_DECals-dataset-00953,0,8
Galaxy10_DECals-dataset-00955,0,7
Galaxy10_DECals-dataset-00956,0,7
Galaxy10_DECals-dataset-00957,0,7
Galaxy10_DECals-dataset-00958,0,7
Galaxy10_DECals-dataset-00959,0,7
Galaxy10_DECals-dataset-00960,0,7
Galaxy10_DECals-dataset-00961,0,7
Galaxy10_DECals-dataset-00963,0,7
Galaxy10_DECals-dataset-00964,0,7
Galaxy10_DECals-dataset-00965,0,2
Galaxy10_DECals-dataset-00966,0,7
Galaxy10_DECals-dataset-00968,0,1
Galaxy10_DECals-dataset-00970,0,5
Galaxy10_DECals-dataset-00971,0,3
Galaxy10_DECals-dataset-00972,0,7
Galaxy10_DECals-dataset-00973,0,6
Galaxy10_DECals-dataset-00976,0,7
Galaxy10_DECals-dataset-00977,0,3
Galaxy10_DECals-dataset-00978,0,7
Galaxy10_DECals-dataset-00979,0,7
Galaxy10_DECals-dataset-00980,0,7
Galaxy10_DECals-dataset-00981,0,4
Galaxy10_DECals-dataset-00983,0,7
Galaxy10_DECals-dataset-00984,0,7
Galaxy10_DECals-dataset-00985,0,5
Galaxy10_DECals-dataset-00987,0,7
Galaxy10_DECals-dataset-00988,0,3
Galaxy10_DECals-dataset-00989,0,7
Galaxy10_DECals-dataset-00990,0,7
Galaxy10_DECals-dataset-00991,0,3
Galaxy10_DECals-dataset-00992,0,7
Galaxy10_DECals-dataset-00993,0,7
Galaxy10_DECals-dataset-00995,0,7
Galaxy10_DECals-dataset-00996,0,3
Galaxy10_DECals-dataset-00998,0,7
Galaxy10_DECals-dataset-00999,0,7
Galaxy10_DECals-dataset-01000,0,7
Galaxy10_DECals-dataset-01001,0,7
Galaxy10_DECals-dataset-01002,0,7
Galaxy10_DECals-dataset-01003,0,7
Galaxy10_DECals-dataset-01004,0,7
Galaxy10_DECals-dataset-01006,0,7
Galaxy10_DECals-dataset-01007,0,7
Galaxy10_DECals-dataset-01008,0,2
Galaxy10_DECals-dataset-01009,0,7
Galaxy10_DECals-dataset-01010,0,7
Galaxy10_DECals-dataset-01011,0,7
Galaxy10_DECals-dataset-01012,0,5
Galaxy10_DECals-dataset-01013,0,7
Galaxy10_DECals-dataset-01014,0,7
Galaxy10_DECals-dataset-01015,0,7
Galaxy10_DECals-dataset-01016,0,7
Galaxy10_DECals-dataset-01018,0,5
Galaxy10_DECals-dataset-01019,0,7
Galaxy10_DECals-dataset-01020,0,8
Galaxy10_DECals-dataset-01022,0,7
Galaxy10_DECals-dataset-01023,0,7
Galaxy10_DECals-dataset-01024,0,8
Galaxy10_DECals-dataset-01025,0,8
Galaxy10_DECals-dataset-01026,0,7
Galaxy10_DECals-dataset-01027,0,7
Galaxy10_DECals-dataset-01028,0,2
Galaxy10_DECals-dataset-01029,0,7
Galaxy10_DECals-dataset-01030,0,7
Galaxy10_DECals-dataset-01031,0,5
Galaxy10_DECals-dataset-01032,0,3
Galaxy10_DECals-dataset-01033,0,7
Galaxy10_DECals-dataset-01034,0,7
Galaxy10_DECals-dataset-01035,0,5
Galaxy10_DECals-dataset-01036,0,7
Galaxy10_DECals-dataset-01037,0,7
Galaxy10_DECals-dataset-01040,0,7
Galaxy10_DECals-dataset-01041,0,7
Galaxy10_DECals-dataset-01044,0,7
Galaxy10_DECals-dataset-01045,0,7
Galaxy10_DECals-dataset-01047,0,7
Galaxy10_DECals-dataset-01048,0,3
Galaxy10_DECals-dataset-01049,0,3
Galaxy10_DECals-dataset-01050,0,5
Galaxy10_DECals-dataset-01051,0,7
Galaxy10_DECals-dataset-01053,0,7
Galaxy10_DECals-dataset-01054,0,7
Galaxy10_DECals-dataset-01055,0,7
Galaxy10_DECals-dataset-01056,0,7
Galaxy10_DECals-dataset-01057,0,7
Galaxy10_DECals-dataset-01060,0,7
Galaxy10_DECals-dataset-01061,0,7
Galaxy10_DECals-dataset-01062,0,7
Galaxy10_DECals-dataset-01063,0,7
Galaxy10_DECals-dataset-01064,0,7
Galaxy10_DECals-dataset-01065,0,7
Galaxy10_DECals-dataset-01066,0,7
Galaxy10_DECals-dataset-01067,0,7
Galaxy10_DECals-dataset-01068,0,7
Galaxy10_DECals-dataset-01069,0,4
Galaxy10_DECals-dataset-01070,0,7
Galaxy10_DECals-dataset-01071,0,7
Galaxy10_DECals-dataset-01072,0,3
Galaxy10_DECals-dataset-01075,0,7
Galaxy10_DECals-dataset-01076,0,7
Galaxy10_DECals-dataset-01077,0,7
Galaxy10_DECals-dataset-01078,0,7
Galaxy10_DECals-dataset-01079,0,7
Galaxy10_DECals-dataset-01080,0,3
Galaxy10_DECals-dataset-02383,1,7
Galaxy10_DECals-dataset-02384,1,7
Galaxy10_DECals-dataset-02387,1,7
Galaxy10_DECals-dataset-02388,1,7
Galaxy10_DECals-dataset-02390,1,4
Galaxy10_DECals-dataset-02392,1,7
Galaxy10_DECals-dataset-02393,1,3
Galaxy10_DECals-dataset-02396,1,7
Galaxy10_DECals-dataset-02397,1,7
Galaxy10_DECals-dataset-02399,1,7
Galaxy10_DECals-dataset-02400,1,7
Galaxy10_DECals-dataset-02403,1,0
Galaxy10_DECals-dataset-02404,1,4
Galaxy10_DECals-dataset-02406,1,3
Galaxy10_DECals-dataset-02408,1,7
Galaxy10_DECals-dataset-02409,1,7
Galaxy10_DECals-dataset-02411,1,7
Galaxy10_DECals-dataset-02414,1,9
Galaxy10_DECals-dataset-02416,1,7
Galaxy10_DECals-dataset-02417,1,7
Galaxy10_DECals-dataset-02418,1,3
Galaxy10_DECals-dataset-02419,1,2
Galaxy10_DECals-dataset-02424,1,7
Galaxy10_DECals-dataset-02426,1,7
Galaxy10_DECals-dataset-02428,1,0
Galaxy10_DECals-dataset-02447,1,3
Galaxy10_DECals-dataset-02448,1,8
Galaxy10_DECals-dataset-02452,1,3
Galaxy10_DECals-dataset-02453,1,0
Galaxy10_DECals-dataset-02454,1,3
Galaxy10_DECals-dataset-02456,1,7
Galaxy10_DECals-dataset-02459,1,7
Galaxy10_DECals-dataset-02461,1,7
Galaxy10_DECals-dataset-02464,1,7
Galaxy10_DECals-dataset-02467,1,7
Galaxy10_DECals-dataset-02468,1,8
Galaxy10_DECals-dataset-02475,1,7
Galaxy10_DECals-dataset-02477,1,8
Galaxy10_DECals-dataset-02478,1,3
Galaxy10_DECals-dataset-02485,1,7
Galaxy10_DECals-dataset-02488,1,3
Galaxy10_DECals-dataset-02490,1,0
Galaxy10_DECals-dataset-02494,1,7
Galaxy10_DECals-dataset-02495,1,9
Galaxy10_DECals-dataset-02498,1,3
Galaxy10_DECals-dataset-02499,1,3
Galaxy10_DECals-dataset-02500,1,7
Galaxy10_DECals-dataset-02503,1,3
Galaxy10_DECals-dataset-02510,1,3
Galaxy10_DECals-dataset-02511,1,7
Galaxy10_DECals-dataset-02512,1,7
Galaxy10_DECals-dataset-02513,1,7
Galaxy10_DECals-dataset-02517,1,7
Galaxy10_DECals-dataset-02521,1,4
Galaxy10_DECals-dataset-02524,1,7
Galaxy10_DECals-dataset-02527,1,7
Galaxy10_DECals-dataset-02529,1,7
Galaxy10_DECals-dataset-02530,1,7
Galaxy10_DECals-dataset-02532,1,7
Galaxy10_DECals-dataset-02540,1,7
Galaxy10_DECals-dataset-02553,1,7
Galaxy10_DECals-dataset-02559,1,3
Galaxy10_DECals-dataset-02560,1,3
Galaxy10_DECals-dataset-02561,1,3
Galaxy10_DECals-dataset-02563,1,2
Galaxy10_DECals-dataset-02566,1,7
Galaxy10_DECals-dataset-02569,1,5
Galaxy10_DECals-dataset-02570,1,7
Galaxy10_DECals-dataset-02571,1,3
Galaxy10_DECals-dataset-02572,1,7
Galaxy10_DECals-dataset-02574,1,3
Galaxy10_DECals-dataset-02578,1,7
Galaxy10_DECals-dataset-02579,1,7
Galaxy10_DECals-dataset-02583,1,3
Galaxy10_DECals-dataset-02584,1,7
Galaxy10_DECals-dataset-02586,1,3
Galaxy10_DECals-dataset-02587,1,3
Galaxy10_DECals-dataset-02589,1,6
Galaxy10_DECals-dataset-02591,1,7
Galaxy10_DECals-dataset-02595,1,7
Galaxy10_DECals-dataset-02597,1,8
Galaxy10_DECals-dataset-02599,1,7
Galaxy10_DECals-dataset-02600,1,2
Galaxy10_DECals-dataset-02602,1,3
Galaxy10_DECals-dataset-02606,1,7
Galaxy10_DECals-dataset-02613,1,7
Galaxy10_DECals-dataset-02616,1,9
Galaxy10_DECals-dataset-02618,1,3
Galaxy10_DECals-dataset-02621,1,7
Galaxy10_DECals-dataset-02622,1,7
Galaxy10_DECals-dataset-02623,1,7
Galaxy10_DECals-dataset-02626,1,7
Galaxy10_DECals-dataset-02629,1,7
Galaxy10_DECals-dataset-02634,1,3
Galaxy10_DECals-dataset-02636,1,0
Galaxy10_DECals-dataset-02638,1,3
Galaxy10_DECals-dataset-02642,1,2
Galaxy10_DECals-dataset-02648,1,3
Galaxy10_DECals-dataset-02649,1,7
Galaxy10_DECals-dataset-02652,1,8
Galaxy10_DECals-dataset-02653,1,7
Galaxy10_DECals-dataset-02655,1,7
Galaxy10_DECals-dataset-02662,1,3
Galaxy10_DECals-dataset-02663,1,7
Galaxy10_DECals-dataset-02665,1,3
Galaxy10_DECals-dataset-02667,1,2
Galaxy10_DECals-dataset-02672,1,3
Galaxy10_DECals-dataset-02673,1,7
Galaxy10_DECals-dataset-02677,1,7
Galaxy10_DECals-dataset-02689,1,7
Galaxy10_DECals-dataset-02694,1,7
Galaxy10_DECals-dataset-02696,1,7
Galaxy10_DECals-dataset-02700,1,7
Galaxy10_DECals-dataset-02705,1,7
Galaxy10_DECals-dataset-02708,1,6
Galaxy10_DECals-dataset-02709,1,7
Galaxy10_DECals-dataset-02713,1,3
Galaxy10_DECals-dataset-02714,1,3
Galaxy10_DECals-dataset-02715,1,3
Galaxy10_DECals-dataset-02720,1,7
Galaxy10_DECals-dataset-02721,1,3
Galaxy10_DECals-dataset-02727,1,7
Galaxy10_DECals-dataset-02728,1,7
Galaxy10_DECals-dataset-02730,1,7
Galaxy10_DECals-dataset-02731,1,7
Galaxy10_DECals-dataset-02734,1,7
Galaxy10_DECals-dataset-02736,1,4
Galaxy10_DECals-dataset-02741,1,7
Galaxy10_DECals-dataset-02742,1,3
Galaxy10_DECals-dataset-02744,1,7
Galaxy10_DECals-dataset-02745,1,7
Galaxy10_DECals-dataset-02751,1,7
Galaxy10_DECals-dataset-02757,1,8
Galaxy10_DECals-dataset-02760,1,0
Galaxy10_DECals-dataset-02764,1,0
Galaxy10_DECals-dataset-02765,1,7
Galaxy10_DECals-dataset-02766,1,7
Galaxy10_DECals-dataset-02770,1,9
Galaxy10_DECals-dataset-02772,1,3
Galaxy10_DECals-dataset-02773,1,8
Galaxy10_DECals-dataset-02774,1,8
Galaxy10_DECals-dataset-02776,1,3
Galaxy10_DECals-dataset-02778,1,7
Galaxy10_DECals-dataset-02781,1,7
Galaxy10_DECals-dataset-02783,1,3
Galaxy10_DECals-dataset-02787,1,4
Galaxy10_DECals-dataset-02789,1,9
Galaxy10_DECals-dataset-02790,1,7
Galaxy10_DECals-dataset-02797,1,7
Galaxy10_DECals-dataset-02799,1,3
Galaxy10_DECals-dataset-02800,1,2
Galaxy10_DECals-dataset-02802,1,7
Galaxy10_DECals-dataset-02808,1,3
Galaxy10_DECals-dataset-02810,1,5
Galaxy10_DECals-dataset-02811,1,7
Galaxy10_DECals-dataset-02812,1,3
Galaxy10_DECals-dataset-02813,1,3
Galaxy10_DECals-dataset-02818,1,3
Galaxy10_DECals-dataset-02819,1,7
Galaxy10_DECals-dataset-02820,1,7
Galaxy10_DECals-dataset-02826,1,3
Galaxy10_DECals-dataset-02836,1,4
Galaxy10_DECals-dataset-02837,1,3
Galaxy10_DECals-dataset-02839,1,8
Galaxy10_DECals-dataset-02840,1,3
Galaxy10_DECals-dataset-02848,1,6
Galaxy10_DECals-dataset-02849,1,7
Galaxy10_DECals-dataset-02850,1,7
Galaxy10_DECals-dataset-02859,1,0
Galaxy10_DECals-dataset-02864,1,7
Galaxy10_DECals-dataset-02865,1,7
Galaxy10_DECals-dataset-02869,1,7
Galaxy10_DECals-dataset-02871,1,3
Galaxy10_DECals-dataset-02875,1,7
Galaxy10_DECals-dataset-02878,1,7
Galaxy10_DECals-dataset-02880,1,5
Galaxy10_DECals-dataset-02881,1,7
Galaxy10_DECals-dataset-02882,1,6
Galaxy10_DECals-dataset-02885,1,7
Galaxy10_DECals-dataset-02888,1,6
Galaxy10_DECals-dataset-02889,1,3
Galaxy10_DECals-dataset-02893,1,7
Galaxy10_DECals-dataset-02894,1,7
Galaxy10_DECals-dataset-02898,1,0
Galaxy10_DECals-dataset-02900,1,3
Galaxy10_DECals-dataset-02902,1,6
Galaxy10_DECals-dataset-02903,1,7
Galaxy10_DECals-dataset-02904,1,5
Galaxy10_DECals-dataset-02907,1,7
Galaxy10_DECals-dataset-02912,1,8
Galaxy10_DECals-dataset-02914,1,5
Galaxy10_DECals-dataset-02915,1,7
Galaxy10_DECals-dataset-02916,1,7
Galaxy10_DECals-dataset-02920,1,4
Galaxy10_DECals-dataset-02925,1,0
Galaxy10_DECals-dataset-02926,1,3
Galaxy10_DECals-dataset-02927,1,8
Galaxy10_DECals-dataset-02929,1,3
Galaxy10_DECals-dataset-02933,1,2
Galaxy10_DECals-dataset-04792,2,7
Galaxy10_DECals-dataset-04793,2,3
Galaxy10_DECals-dataset-04800,2,6
Galaxy10_DECals-dataset-04806,2,6
Galaxy10_DECals-dataset-04810,2,7
Galaxy10_DECals-dataset-04811,2,3
Galaxy10_DECals-dataset-04829,2,3
Galaxy10_DECals-dataset-04840,2,3
Galaxy10_DECals-dataset-04849,2,6
Galaxy10_DECals-dataset-04850,2,5
Galaxy10_DECals-dataset-04855,2,6
Galaxy10_DECals-dataset-04863,2,7
Galaxy10_DECals-dataset-04867,2,6
Galaxy10_DECals-dataset-04870,2,3
Galaxy10_DECals-dataset-04878,2,1
Galaxy10_DECals-dataset-04880,2,7
Galaxy10_DECals-dataset-04896,2,3
Galaxy10_DECals-dataset-04902,2,7
Galaxy10_DECals-dataset-04919,2,5
Galaxy10_DECals-dataset-04928,2,7
Galaxy10_DECals-dataset-04930,2,3
Galaxy10_DECals-dataset-04932,2,7
Galaxy10_DECals-dataset-04935,2,3
Galaxy10_DECals-dataset-04936,2,1
Galaxy10_DECals-dataset-04951,2,7
Galaxy10_DECals-dataset-04952,2,5
Galaxy10_DECals-dataset-04957,2,3
Galaxy10_DECals-dataset-04958,2,7
Galaxy10_DECals-dataset-04981,2,3
Galaxy10_DECals-dataset-04982,2,6
Galaxy10_DECals-dataset-04988,2,3
Galaxy10_DECals-dataset-04999,2,6
Galaxy10_DECals-dataset-05002,2,6
Galaxy10_DECals-dataset-05013,2,3
Galaxy10_DECals-dataset-05025,2,3
Galaxy10_DECals-dataset-05029,2,3
Galaxy10_DECals-dataset-05055,2,3
Galaxy10_DECals-dataset-05069,2,7
Galaxy10_DECals-dataset-05073,2,3
Galaxy10_DECals-dataset-05074,2,7
Galaxy10_DECals-dataset-05087,2,1
Galaxy10_DECals-dataset-05089,2,1
Galaxy10_DECals-dataset-05096,2,3
Galaxy10_DECals-dataset-05104,2,1
Galaxy10_DECals-dataset-05106,2,6
Galaxy10_DECals-dataset-05115,2,7
Galaxy10_DECals-dataset-05118,2,5
Galaxy10_DECals-dataset-05124,2,7
Galaxy10_DECals-dataset-05127,2,7
Galaxy10_DECals-dataset-05137,2,7
Galaxy10_DECals-dataset-05145,2,1
Galaxy10_DECals-dataset-05152,2,6
Galaxy10_DECals-dataset-05175,2,6
Galaxy10_DECals-dataset-05178,2,6
Galaxy10_DECals-dataset-05206,2,5
Galaxy10_DECals-dataset-05211,2,7
Galaxy10_DECals-dataset-05215,2,7
Galaxy10_DECals-dataset-05225,2,5
Galaxy10_DECals-dataset-05228,2,6
Galaxy10_DECals-dataset-05234,2,6
Galaxy10_DECals-dataset-05238,2,5
Galaxy10_DECals-dataset-05246,2,7
Galaxy10_DECals-dataset-05250,2,7
Galaxy10_DECals-dataset-05258,2,6
Galaxy10_DECals-dataset-05263,2,7
Galaxy10_DECals-dataset-05264,2,6
Galaxy10_DECals-dataset-05275,2,7
Galaxy10_DECals-dataset-05307,2,1
Galaxy10_DECals-dataset-05359,2,3
Galaxy10_DECals-dataset-05361,2,3
Galaxy10_DECals-dataset-05363,2,7
Galaxy10_DECals-dataset-05366,2,7
Galaxy10_DECals-dataset-05396,2,7
Galaxy10_DECals-dataset-05411,2,7
Galaxy10_DECals-dataset-05432,2,3
Galaxy10_DECals-dataset-05453,2,7
Galaxy10_DECals-dataset-05454,2,3
Galaxy10_DECals-dataset-05463,2,7
Galaxy10_DECals-dataset-05475,2,3
Galaxy10_DECals-dataset-05490,2,7
Galaxy10_DECals-dataset-05491,2,7
Galaxy10_DECals-dataset-05503,2,7
Galaxy10_DECals-dataset-05520,2,1
Galaxy10_DECals-dataset-05535,2,1
Galaxy10_DECals-dataset-05544,2,3
Galaxy10_DECals-dataset-05545,2,3
Galaxy10_DECals-dataset-05546,2,5
Galaxy10_DECals-dataset-05550,2,3
Galaxy10_DECals-dataset-05553,2,7
Galaxy10_DECals-dataset-05560,2,6
Galaxy10_DECals-dataset-05563,2,7
Galaxy10_DECals-dataset-05570,2,3
Galaxy10_DECals-dataset-05571,2,5
Galaxy10_DECals-dataset-05576,2,3
Galaxy10_DECals-dataset-07002,3,7
Galaxy10_DECals-dataset-07023,3,4
Galaxy10_DECals-dataset-07029,3,6
Galaxy10_DECals-dataset-07069,3,1
Galaxy10_DECals-dataset-07122,3,4
Galaxy10_DECals-dataset-07190,3,7
Galaxy10_DECals-dataset-07223,3,9
Galaxy10_DECals-dataset-07252,3,6
Galaxy10_DECals-dataset-07283,3,1
Galaxy10_DECals-dataset-07288,3,4
Galaxy10_DECals-dataset-07306,3,4
Galaxy10_DECals-dataset-07321,3,0
Galaxy10_DECals-dataset-07335,3,5
Galaxy10_DECals-dataset-07347,3,1
Galaxy10_DECals-dataset-07354,3,1
Galaxy10_DECals-dataset-07381,3,1
Galaxy10_DECals-dataset-07410,3,7
Galaxy10_DECals-dataset-07496,3,4
Galaxy10_DECals-dataset-07512,3,2
Galaxy10_DECals-dataset-07535,3,6
Galaxy10_DECals-dataset-07567,3,4
Galaxy10_DECals-dataset-07569,3,6
Galaxy10_DECals-dataset-07842,4,9
Galaxy10_DECals-dataset-07852,4,9
Galaxy10_DECals-dataset-07860,4,3
Galaxy10_DECals-dataset-07866,4,7
Galaxy10_DECals-dataset-07880,4,3
Galaxy10_DECals-dataset-07881,4,3
Galaxy10_DECals-dataset-07888,4,3
Galaxy10_DECals-dataset-07893,4,7
Galaxy10_DECals-dataset-07895,4,6
Galaxy10_DECals-dataset-07904,4,3
Galaxy10_DECals-dataset-07923,4,8
Galaxy10_DECals-dataset-07929,4,8
Galaxy10_DECals-dataset-07937,4,8
Galaxy10_DECals-dataset-07938,4,8
Galaxy10_DECals-dataset-09372,5,7
Galaxy10_DECals-dataset-09378,5,7
Galaxy10_DECals-dataset-09379,5,7
Galaxy10_DECals-dataset-09382,5,7
Galaxy10_DECals-dataset-09387,5,7
Galaxy10_DECals-dataset-09388,5,7
Galaxy10_DECals-dataset-09391,5,7
Galaxy10_DECals-dataset-09399,5,7
Galaxy10_DECals-dataset-09404,5,7
Galaxy10_DECals-dataset-09409,5,7
Galaxy10_DECals-dataset-09410,5,8
Galaxy10_DECals-dataset-09411,5,7
Galaxy10_DECals-dataset-09418,5,7
