FILENAME,CLASS,LABEL
Galaxy10_DECals-dataset-02123,0,2
Galaxy10_DECals-dataset-02125,0,1
Galaxy10_DECals-dataset-02126,0,2
Galaxy10_DECals-dataset-02127,0,1
Galaxy10_DECals-dataset-02128,0,2
Galaxy10_DECals-dataset-02129,0,2
Galaxy10_DECals-dataset-02131,0,2
Galaxy10_DECals-dataset-02132,0,2
Galaxy10_DECals-dataset-02133,0,2
Galaxy10_DECals-dataset-02134,0,1
Galaxy10_DECals-dataset-02135,0,2
Galaxy10_DECals-dataset-02137,0,1
Galaxy10_DECals-dataset-02138,0,1
Galaxy10_DECals-dataset-02139,0,2
Galaxy10_DECals-dataset-02142,0,1
Galaxy10_DECals-dataset-02146,0,2
Galaxy10_DECals-dataset-02149,0,1
Galaxy10_DECals-dataset-02150,0,1
Galaxy10_DECals-dataset-02152,0,2
Galaxy10_DECals-dataset-02154,0,2
Galaxy10_DECals-dataset-02156,0,2
Galaxy10_DECals-dataset-02157,0,1
Galaxy10_DECals-dataset-02161,0,2
Galaxy10_DECals-dataset-02162,0,1
Galaxy10_DECals-dataset-02163,0,2
Galaxy10_DECals-dataset-02164,0,1
Galaxy10_DECals-dataset-02166,0,1
Galaxy10_DECals-dataset-02167,0,1
Galaxy10_DECals-dataset-02169,0,3
Galaxy10_DECals-dataset-02170,0,2
Galaxy10_DECals-dataset-02171,0,3
Galaxy10_DECals-dataset-02172,0,2
Galaxy10_DECals-dataset-02174,0,1
Galaxy10_DECals-dataset-02175,0,2
Galaxy10_DECals-dataset-02177,0,2
Galaxy10_DECals-dataset-02178,0,3
Galaxy10_DECals-dataset-02179,0,2
Galaxy10_DECals-dataset-02181,0,1
Galaxy10_DECals-dataset-02182,0,2
Galaxy10_DECals-dataset-02183,0,2
Galaxy10_DECals-dataset-02184,0,2
Galaxy10_DECals-dataset-02185,0,1
Galaxy10_DECals-dataset-02186,0,1
Galaxy10_DECals-dataset-02188,0,2
Galaxy10_DECals-dataset-02189,0,2
Galaxy10_DECals-dataset-02192,0,2
Galaxy10_DECals-dataset-02193,0,1
Galaxy10_DECals-dataset-02197,0,1
Galaxy10_DECals-dataset-02198,0,2
Galaxy10_DECals-dataset-02199,0,1
Galaxy10_DECals-dataset-02200,0,2
Galaxy10_DECals-dataset-02201,0,1
Galaxy10_DECals-dataset-02203,0,2
Galaxy10_DECals-dataset-02206,0,2
Galaxy10_DECals-dataset-02207,0,1
Galaxy10_DECals-dataset-02208,0,2
Galaxy10_DECals-dataset-02209,0,3
Galaxy10_DECals-dataset-02210,0,2
Galaxy10_DECals-dataset-02212,0,2
Galaxy10_DECals-dataset-02215,0,1
Galaxy10_DECals-dataset-02218,0,2
Galaxy10_DECals-dataset-02219,0,2
Galaxy10_DECals-dataset-02220,0,1
Galaxy10_DECals-dataset-02221,0,1
Galaxy10_DECals-dataset-02222,0,2
Galaxy10_DECals-dataset-02223,0,1
Galaxy10_DECals-dataset-02224,0,2
Galaxy10_DECals-dataset-02226,0,2
Galaxy10_DECals-dataset-02233,0,2
Galaxy10_DECals-dataset-02234,0,3
Galaxy10_DECals-dataset-02235,0,2
Galaxy10_DECals-dataset-02237,0,3
Galaxy10_DECals-dataset-02238,0,2
Galaxy10_DECals-dataset-02241,0,2
Galaxy10_DECals-dataset-02242,0,2
Galaxy10_DECals-dataset-02243,0,2
Galaxy10_DECals-dataset-02244,0,2
Galaxy10_DECals-dataset-02246,0,2
Galaxy10_DECals-dataset-02247,0,2
Galaxy10_DECals-dataset-02248,0,2
Galaxy10_DECals-dataset-02249,0,3
Galaxy10_DECals-dataset-02250,0,2
Galaxy10_DECals-dataset-02251,0,2
Galaxy10_DECals-dataset-02254,0,2
Galaxy10_DECals-dataset-02258,0,1
Galaxy10_DECals-dataset-02259,0,3
Galaxy10_DECals-dataset-02260,0,1
Galaxy10_DECals-dataset-02261,0,2
Galaxy10_DECals-dataset-02262,0,1
Galaxy10_DECals-dataset-02263,0,1
Galaxy10_DECals-dataset-02264,0,2
Galaxy10_DECals-dataset-02265,0,1
Galaxy10_DECals-dataset-02267,0,3
Galaxy10_DECals-dataset-02268,0,2
Galaxy10_DECals-dataset-02269,0,1
Galaxy10_DECals-dataset-02271,0,3
Galaxy10_DECals-dataset-02272,0,2
Galaxy10_DECals-dataset-02274,0,2
Galaxy10_DECals-dataset-02276,0,3
Galaxy10_DECals-dataset-02278,0,3
Galaxy10_DECals-dataset-02280,0,2
Galaxy10_DECals-dataset-02283,0,2
Galaxy10_DECals-dataset-02284,0,2
Galaxy10_DECals-dataset-02285,0,3
Galaxy10_DECals-dataset-02287,0,1
Galaxy10_DECals-dataset-02289,0,1
Galaxy10_DECals-dataset-02293,0,2
Galaxy10_DECals-dataset-02295,0,3
Galaxy10_DECals-dataset-02296,0,1
Galaxy10_DECals-dataset-02298,0,1
Galaxy10_DECals-dataset-02299,0,2
Galaxy10_DECals-dataset-02300,0,3
Galaxy10_DECals-dataset-02303,0,1
Galaxy10_DECals-dataset-02304,0,1
Galaxy10_DECals-dataset-02307,0,2
Galaxy10_DECals-dataset-02308,0,2
Galaxy10_DECals-dataset-02309,0,2
Galaxy10_DECals-dataset-02310,0,2
Galaxy10_DECals-dataset-02311,0,1
Galaxy10_DECals-dataset-02312,0,2
Galaxy10_DECals-dataset-02313,0,1
Galaxy10_DECals-dataset-02314,0,1
Galaxy10_DECals-dataset-02317,0,1
Galaxy10_DECals-dataset-02319,0,3
Galaxy10_DECals-dataset-02321,0,3
Galaxy10_DECals-dataset-02322,0,1
Galaxy10_DECals-dataset-02323,0,3
Galaxy10_DECals-dataset-02324,0,2
Galaxy10_DECals-dataset-02325,0,2
Galaxy10_DECals-dataset-02327,0,1
Galaxy10_DECals-dataset-02328,0,1
Galaxy10_DECals-dataset-02329,0,1
Galaxy10_DECals-dataset-02330,0,1
Galaxy10_DECals-dataset-02333,0,2
Galaxy10_DECals-dataset-02334,0,1
Galaxy10_DECals-dataset-02336,0,1
Galaxy10_DECals-dataset-02337,0,2
Galaxy10_DECals-dataset-02339,0,2
Galaxy10_DECals-dataset-02340,0,1
Galaxy10_DECals-dataset-02342,0,2
Galaxy10_DECals-dataset-02343,0,1
Galaxy10_DECals-dataset-02344,0,3
Galaxy10_DECals-dataset-02345,0,2
Galaxy10_DECals-dataset-02347,0,2
Galaxy10_DECals-dataset-02348,0,3
Galaxy10_DECals-dataset-02350,0,1
Galaxy10_DECals-dataset-02351,0,1
Galaxy10_DECals-dataset-02353,0,3
Galaxy10_DECals-dataset-02354,0,2
Galaxy10_DECals-dataset-02358,0,1
Galaxy10_DECals-dataset-02359,0,1
Galaxy10_DECals-dataset-02360,0,1
Galaxy10_DECals-dataset-02363,0,3
Galaxy10_DECals-dataset-02364,0,2
Galaxy10_DECals-dataset-02365,0,1
Galaxy10_DECals-dataset-02366,0,1
Galaxy10_DECals-dataset-02367,0,1
Galaxy10_DECals-dataset-02368,0,1
Galaxy10_DECals-dataset-02369,0,2
Galaxy10_DECals-dataset-02370,0,1
Galaxy10_DECals-dataset-02371,0,1
Galaxy10_DECals-dataset-02375,0,1
Galaxy10_DECals-dataset-02376,0,2
Galaxy10_DECals-dataset-02377,0,2
Galaxy10_DECals-dataset-02379,0,3
Galaxy10_DECals-dataset-02380,0,1
Galaxy10_DECals-dataset-02382,0,2
Galaxy10_DECals-dataset-02383,0,2
Galaxy10_DECals-dataset-02385,0,3
Galaxy10_DECals-dataset-02386,0,1
Galaxy10_DECals-dataset-02387,0,2
Galaxy10_DECals-dataset-02388,0,2
Galaxy10_DECals-dataset-02390,0,3
Galaxy10_DECals-dataset-02395,0,1
Galaxy10_DECals-dataset-02396,0,3
Galaxy10_DECals-dataset-02401,0,1
Galaxy10_DECals-dataset-02406,0,1
Galaxy10_DECals-dataset-02408,0,2
Galaxy10_DECals-dataset-02409,0,1
Galaxy10_DECals-dataset-02411,0,2
Galaxy10_DECals-dataset-02414,0,1
Galaxy10_DECals-dataset-02416,0,2
Galaxy10_DECals-dataset-02419,0,1
Galaxy10_DECals-dataset-02420,0,2
Galaxy10_DECals-dataset-02422,0,2
Galaxy10_DECals-dataset-02423,0,1
Galaxy10_DECals-dataset-02424,0,2
Galaxy10_DECals-dataset-02427,0,1
Galaxy10_DECals-dataset-02431,0,1
Galaxy10_DECals-dataset-02433,0,1
Galaxy10_DECals-dataset-02435,0,2
Galaxy10_DECals-dataset-02438,0,2
Galaxy10_DECals-dataset-02443,0,1
Galaxy10_DECals-dataset-02445,0,1
Galaxy10_DECals-dataset-02446,0,2
Galaxy10_DECals-dataset-02448,0,3
Galaxy10_DECals-dataset-02450,0,2
Galaxy10_DECals-dataset-02451,0,1
Galaxy10_DECals-dataset-02453,0,2
Galaxy10_DECals-dataset-02455,0,2
Galaxy10_DECals-dataset-02456,0,2
Galaxy10_DECals-dataset-02457,0,1
Galaxy10_DECals-dataset-02458,0,2
Galaxy10_DECals-dataset-02459,0,3
Galaxy10_DECals-dataset-02460,0,1
Galaxy10_DECals-dataset-02461,0,2
Galaxy10_DECals-dataset-02462,0,1
Galaxy10_DECals-dataset-02464,0,2
Galaxy10_DECals-dataset-02466,0,1
Galaxy10_DECals-dataset-02468,0,2
Galaxy10_DECals-dataset-02469,0,3
Galaxy10_DECals-dataset-02470,0,2
Galaxy10_DECals-dataset-02471,0,2
Galaxy10_DECals-dataset-02472,0,2
Galaxy10_DECals-dataset-02474,0,2
Galaxy10_DECals-dataset-02476,0,2
Galaxy10_DECals-dataset-02477,0,1
Galaxy10_DECals-dataset-02478,0,1
Galaxy10_DECals-dataset-02481,0,3
Galaxy10_DECals-dataset-02483,0,1
Galaxy10_DECals-dataset-02484,0,1
Galaxy10_DECals-dataset-02485,0,2
Galaxy10_DECals-dataset-02487,0,2
Galaxy10_DECals-dataset-02489,0,2
Galaxy10_DECals-dataset-02491,0,2
Galaxy10_DECals-dataset-02495,0,3
Galaxy10_DECals-dataset-02496,0,3
Galaxy10_DECals-dataset-02499,0,1
Galaxy10_DECals-dataset-02500,0,2
Galaxy10_DECals-dataset-02501,0,2
Galaxy10_DECals-dataset-02503,0,1
Galaxy10_DECals-dataset-02504,0,1
Galaxy10_DECals-dataset-02506,0,2
Galaxy10_DECals-dataset-02509,0,2
Galaxy10_DECals-dataset-02511,0,2
Galaxy10_DECals-dataset-02513,0,2
Galaxy10_DECals-dataset-02514,0,1
Galaxy10_DECals-dataset-02516,0,3
Galaxy10_DECals-dataset-02517,0,2
Galaxy10_DECals-dataset-02518,0,2
Galaxy10_DECals-dataset-02520,0,1
Galaxy10_DECals-dataset-02522,0,2
Galaxy10_DECals-dataset-02525,0,2
Galaxy10_DECals-dataset-02526,0,2
Galaxy10_DECals-dataset-02527,0,1
Galaxy10_DECals-dataset-02528,0,1
Galaxy10_DECals-dataset-02530,0,2
Galaxy10_DECals-dataset-02540,0,2
Galaxy10_DECals-dataset-02542,0,1
Galaxy10_DECals-dataset-02543,0,1
Galaxy10_DECals-dataset-02544,0,2
Galaxy10_DECals-dataset-02546,0,1
Galaxy10_DECals-dataset-02547,0,1
Galaxy10_DECals-dataset-02548,0,1
Galaxy10_DECals-dataset-02551,0,2
Galaxy10_DECals-dataset-02554,0,2
Galaxy10_DECals-dataset-02557,0,2
Galaxy10_DECals-dataset-02558,0,2
Galaxy10_DECals-dataset-02560,0,2
Galaxy10_DECals-dataset-02562,0,3
Galaxy10_DECals-dataset-02563,0,1
Galaxy10_DECals-dataset-02566,0,3
Galaxy10_DECals-dataset-02569,0,2
Galaxy10_DECals-dataset-02570,0,3
Galaxy10_DECals-dataset-02572,0,2
Galaxy10_DECals-dataset-02573,0,3
Galaxy10_DECals-dataset-02576,0,1
Galaxy10_DECals-dataset-02581,0,2
Galaxy10_DECals-dataset-02583,0,1
Galaxy10_DECals-dataset-02585,0,1
Galaxy10_DECals-dataset-02586,0,2
Galaxy10_DECals-dataset-02587,0,1
Galaxy10_DECals-dataset-02589,0,2
Galaxy10_DECals-dataset-02591,0,1
Galaxy10_DECals-dataset-02594,0,3
Galaxy10_DECals-dataset-02596,0,1
Galaxy10_DECals-dataset-02597,0,3
Galaxy10_DECals-dataset-02599,0,1
Galaxy10_DECals-dataset-02600,0,1
Galaxy10_DECals-dataset-02609,0,1
Galaxy10_DECals-dataset-02613,0,3
Galaxy10_DECals-dataset-02615,0,2
Galaxy10_DECals-dataset-02616,0,1
Galaxy10_DECals-dataset-02617,0,1
Galaxy10_DECals-dataset-02618,0,1
Galaxy10_DECals-dataset-02621,0,2
Galaxy10_DECals-dataset-02622,0,2
Galaxy10_DECals-dataset-02623,0,3
Galaxy10_DECals-dataset-02629,0,2
Galaxy10_DECals-dataset-02630,0,1
Galaxy10_DECals-dataset-02632,0,2
Galaxy10_DECals-dataset-02635,0,3
Galaxy10_DECals-dataset-02636,0,1
Galaxy10_DECals-dataset-02637,0,1
Galaxy10_DECals-dataset-02638,0,1
Galaxy10_DECals-dataset-02639,0,1
Galaxy10_DECals-dataset-02640,0,2
Galaxy10_DECals-dataset-02642,0,1
Galaxy10_DECals-dataset-02647,0,1
Galaxy10_DECals-dataset-02648,0,1
Galaxy10_DECals-dataset-02652,0,3
Galaxy10_DECals-dataset-02653,0,2
Galaxy10_DECals-dataset-02654,0,1
Galaxy10_DECals-dataset-02655,0,2
Galaxy10_DECals-dataset-02660,0,2
Galaxy10_DECals-dataset-02661,0,2
Galaxy10_DECals-dataset-02664,0,1
Galaxy10_DECals-dataset-02665,0,1
Galaxy10_DECals-dataset-02667,0,1
Galaxy10_DECals-dataset-02669,0,1
Galaxy10_DECals-dataset-02672,0,1
Galaxy10_DECals-dataset-02673,0,2
Galaxy10_DECals-dataset-02674,0,3
Galaxy10_DECals-dataset-02675,0,1
Galaxy10_DECals-dataset-02676,0,2
Galaxy10_DECals-dataset-02678,0,2
Galaxy10_DECals-dataset-02679,0,3
Galaxy10_DECals-dataset-02680,0,1
Galaxy10_DECals-dataset-02681,0,2
Galaxy10_DECals-dataset-02685,0,1
Galaxy10_DECals-dataset-02686,0,2
Galaxy10_DECals-dataset-02687,0,2
Galaxy10_DECals-dataset-02688,0,1
Galaxy10_DECals-dataset-02689,0,2
Galaxy10_DECals-dataset-02690,0,1
Galaxy10_DECals-dataset-02693,0,2
Galaxy10_DECals-dataset-02694,0,3
Galaxy10_DECals-dataset-02695,0,1
Galaxy10_DECals-dataset-02696,0,2
Galaxy10_DECals-dataset-02697,0,3
Galaxy10_DECals-dataset-02698,0,2
Galaxy10_DECals-dataset-02699,0,1
Galaxy10_DECals-dataset-02701,0,3
Galaxy10_DECals-dataset-02702,0,1
Galaxy10_DECals-dataset-02706,0,1
Galaxy10_DECals-dataset-02708,0,2
Galaxy10_DECals-dataset-02709,0,3
Galaxy10_DECals-dataset-02712,0,1
Galaxy10_DECals-dataset-02713,0,1
Galaxy10_DECals-dataset-02717,0,2
Galaxy10_DECals-dataset-02720,0,2
Galaxy10_DECals-dataset-02721,0,1
Galaxy10_DECals-dataset-02722,0,1
Galaxy10_DECals-dataset-02723,0,1
Galaxy10_DECals-dataset-02728,0,2
Galaxy10_DECals-dataset-02729,0,1
Galaxy10_DECals-dataset-02730,0,2
Galaxy10_DECals-dataset-02731,0,2
Galaxy10_DECals-dataset-02732,0,1
Galaxy10_DECals-dataset-02735,0,1
Galaxy10_DECals-dataset-02736,0,3
Galaxy10_DECals-dataset-02738,0,3
Galaxy10_DECals-dataset-02741,0,2
Galaxy10_DECals-dataset-02742,0,1
Galaxy10_DECals-dataset-02744,0,2
Galaxy10_DECals-dataset-02745,0,2
Galaxy10_DECals-dataset-02746,0,3
Galaxy10_DECals-dataset-02748,0,2
Galaxy10_DECals-dataset-02750,0,1
Galaxy10_DECals-dataset-02753,0,3
Galaxy10_DECals-dataset-02754,0,2
Galaxy10_DECals-dataset-02757,0,3
Galaxy10_DECals-dataset-02758,0,2
Galaxy10_DECals-dataset-02766,0,2
Galaxy10_DECals-dataset-02767,0,2
Galaxy10_DECals-dataset-02769,0,3
Galaxy10_DECals-dataset-02770,0,3
Galaxy10_DECals-dataset-02772,0,1
Galaxy10_DECals-dataset-02774,0,3
Galaxy10_DECals-dataset-02775,0,2
Galaxy10_DECals-dataset-02776,0,1
Galaxy10_DECals-dataset-02781,0,3
Galaxy10_DECals-dataset-02782,0,2
Galaxy10_DECals-dataset-02783,0,1
Galaxy10_DECals-dataset-02787,0,3
Galaxy10_DECals-dataset-02789,0,3
Galaxy10_DECals-dataset-02791,0,1
Galaxy10_DECals-dataset-02793,0,2
Galaxy10_DECals-dataset-02794,0,2
Galaxy10_DECals-dataset-02796,0,1
Galaxy10_DECals-dataset-02797,0,2
Galaxy10_DECals-dataset-02798,0,1
Galaxy10_DECals-dataset-02799,0,1
Galaxy10_DECals-dataset-02800,0,1
Galaxy10_DECals-dataset-02801,0,1
Galaxy10_DECals-dataset-02802,0,2
Galaxy10_DECals-dataset-02803,0,1
Galaxy10_DECals-dataset-02804,0,3
Galaxy10_DECals-dataset-02805,0,1
Galaxy10_DECals-dataset-02806,0,2
Galaxy10_DECals-dataset-02808,0,1
Galaxy10_DECals-dataset-02810,0,2
Galaxy10_DECals-dataset-02811,0,2
Galaxy10_DECals-dataset-02814,0,1
Galaxy10_DECals-dataset-02818,0,2
Galaxy10_DECals-dataset-02819,0,2
Galaxy10_DECals-dataset-02823,0,1
Galaxy10_DECals-dataset-02827,0,2
Galaxy10_DECals-dataset-02828,0,1
Galaxy10_DECals-dataset-02831,0,1
Galaxy10_DECals-dataset-02832,0,1
Galaxy10_DECals-dataset-02833,0,2
Galaxy10_DECals-dataset-02834,0,2
Galaxy10_DECals-dataset-02836,0,3
Galaxy10_DECals-dataset-02837,0,1
Galaxy10_DECals-dataset-02838,0,1
Galaxy10_DECals-dataset-02841,0,2
Galaxy10_DECals-dataset-02848,0,2
Galaxy10_DECals-dataset-02852,0,2
Galaxy10_DECals-dataset-02855,0,2
Galaxy10_DECals-dataset-02858,0,2
Galaxy10_DECals-dataset-02859,0,2
Galaxy10_DECals-dataset-02860,0,1
Galaxy10_DECals-dataset-02862,0,1
Galaxy10_DECals-dataset-02865,0,2
Galaxy10_DECals-dataset-02867,0,1
Galaxy10_DECals-dataset-02870,0,1
Galaxy10_DECals-dataset-02871,0,1
Galaxy10_DECals-dataset-02872,0,1
Galaxy10_DECals-dataset-02875,0,2
Galaxy10_DECals-dataset-02877,0,3
Galaxy10_DECals-dataset-02878,0,2
Galaxy10_DECals-dataset-02880,0,2
Galaxy10_DECals-dataset-02881,0,2
Galaxy10_DECals-dataset-02882,0,2
Galaxy10_DECals-dataset-02883,0,2
Galaxy10_DECals-dataset-02884,0,2
Galaxy10_DECals-dataset-02885,0,2
Galaxy10_DECals-dataset-02886,0,2
Galaxy10_DECals-dataset-02887,0,2
Galaxy10_DECals-dataset-02888,0,2
Galaxy10_DECals-dataset-02890,0,2
Galaxy10_DECals-dataset-02891,0,3
Galaxy10_DECals-dataset-02892,0,3
Galaxy10_DECals-dataset-02893,0,2
Galaxy10_DECals-dataset-02894,0,3
Galaxy10_DECals-dataset-02895,0,2
Galaxy10_DECals-dataset-02896,0,2
Galaxy10_DECals-dataset-02897,0,1
Galaxy10_DECals-dataset-02898,0,2
Galaxy10_DECals-dataset-02899,0,2
Galaxy10_DECals-dataset-02900,0,1
Galaxy10_DECals-dataset-02901,0,2
Galaxy10_DECals-dataset-02902,0,2
Galaxy10_DECals-dataset-02903,0,2
Galaxy10_DECals-dataset-02904,0,2
Galaxy10_DECals-dataset-02909,0,2
Galaxy10_DECals-dataset-02910,0,2
Galaxy10_DECals-dataset-02911,0,2
Galaxy10_DECals-dataset-02912,0,3
Galaxy10_DECals-dataset-02913,0,2
Galaxy10_DECals-dataset-02914,0,2
Galaxy10_DECals-dataset-02916,0,2
Galaxy10_DECals-dataset-02918,0,2
Galaxy10_DECals-dataset-02919,0,2
Galaxy10_DECals-dataset-02921,0,2
Galaxy10_DECals-dataset-02923,0,2
Galaxy10_DECals-dataset-02927,0,2
Galaxy10_DECals-dataset-02928,0,3
Galaxy10_DECals-dataset-02929,0,1
Galaxy10_DECals-dataset-02933,0,1
Galaxy10_DECals-dataset-06439,1,0
Galaxy10_DECals-dataset-06444,1,0
Galaxy10_DECals-dataset-06450,1,2
Galaxy10_DECals-dataset-06454,1,0
Galaxy10_DECals-dataset-06456,1,0
Galaxy10_DECals-dataset-06458,1,0
Galaxy10_DECals-dataset-06461,1,2
Galaxy10_DECals-dataset-06468,1,0
Galaxy10_DECals-dataset-06472,1,0
Galaxy10_DECals-dataset-06473,1,0
Galaxy10_DECals-dataset-06474,1,0
Galaxy10_DECals-dataset-06475,1,0
Galaxy10_DECals-dataset-06480,1,0
Galaxy10_DECals-dataset-06483,1,0
Galaxy10_DECals-dataset-06488,1,0
Galaxy10_DECals-dataset-06489,1,0
Galaxy10_DECals-dataset-06493,1,0
Galaxy10_DECals-dataset-06494,1,0
Galaxy10_DECals-dataset-06495,1,2
Galaxy10_DECals-dataset-06497,1,0
Galaxy10_DECals-dataset-06505,1,2
Galaxy10_DECals-dataset-06506,1,0
Galaxy10_DECals-dataset-06507,1,2
Galaxy10_DECals-dataset-06509,1,0
Galaxy10_DECals-dataset-06511,1,0
Galaxy10_DECals-dataset-06512,1,0
Galaxy10_DECals-dataset-06513,1,0
Galaxy10_DECals-dataset-06514,1,0
Galaxy10_DECals-dataset-06517,1,2
Galaxy10_DECals-dataset-06519,1,0
Galaxy10_DECals-dataset-06520,1,0
Galaxy10_DECals-dataset-06521,1,0
Galaxy10_DECals-dataset-06526,1,0
Galaxy10_DECals-dataset-06528,1,0
Galaxy10_DECals-dataset-06531,1,0
Galaxy10_DECals-dataset-06533,1,0
Galaxy10_DECals-dataset-06540,1,0
Galaxy10_DECals-dataset-06541,1,0
Galaxy10_DECals-dataset-06543,1,0
Galaxy10_DECals-dataset-06555,1,0
Galaxy10_DECals-dataset-06556,1,0
Galaxy10_DECals-dataset-06561,1,0
Galaxy10_DECals-dataset-06563,1,2
Galaxy10_DECals-dataset-06568,1,0
Galaxy10_DECals-dataset-06578,1,0
Galaxy10_DECals-dataset-06580,1,0
Galaxy10_DECals-dataset-06581,1,0
Galaxy10_DECals-dataset-06582,1,0
Galaxy10_DECals-dataset-06585,1,0
Galaxy10_DECals-dataset-06586,1,0
Galaxy10_DECals-dataset-06587,1,0
Galaxy10_DECals-dataset-06590,1,0
Galaxy10_DECals-dataset-06593,1,0
Galaxy10_DECals-dataset-06600,1,2
Galaxy10_DECals-dataset-06602,1,2
Galaxy10_DECals-dataset-06605,1,0
Galaxy10_DECals-dataset-06608,1,2
Galaxy10_DECals-dataset-06612,1,0
Galaxy10_DECals-dataset-06613,1,0
Galaxy10_DECals-dataset-06620,1,0
Galaxy10_DECals-dataset-06624,1,0
Galaxy10_DECals-dataset-06631,1,2
Galaxy10_DECals-dataset-06639,1,0
Galaxy10_DECals-dataset-06640,1,2
Galaxy10_DECals-dataset-06642,1,0
Galaxy10_DECals-dataset-06646,1,0
Galaxy10_DECals-dataset-06668,1,2
Galaxy10_DECals-dataset-06669,1,2
Galaxy10_DECals-dataset-06672,1,0
Galaxy10_DECals-dataset-06676,1,3
Galaxy10_DECals-dataset-06680,1,0
Galaxy10_DECals-dataset-06683,1,0
Galaxy10_DECals-dataset-06686,1,0
Galaxy10_DECals-dataset-06687,1,0
Galaxy10_DECals-dataset-06689,1,2
Galaxy10_DECals-dataset-06693,1,2
Galaxy10_DECals-dataset-06694,1,2
Galaxy10_DECals-dataset-06696,1,0
Galaxy10_DECals-dataset-06714,1,0
Galaxy10_DECals-dataset-06718,1,0
Galaxy10_DECals-dataset-06721,1,0
Galaxy10_DECals-dataset-06722,1,0
Galaxy10_DECals-dataset-06724,1,0
Galaxy10_DECals-dataset-06726,1,0
Galaxy10_DECals-dataset-06728,1,0
Galaxy10_DECals-dataset-06729,1,0
Galaxy10_DECals-dataset-06730,1,0
Galaxy10_DECals-dataset-06733,1,0
Galaxy10_DECals-dataset-06738,1,0
Galaxy10_DECals-dataset-06739,1,0
Galaxy10_DECals-dataset-06740,1,0
Galaxy10_DECals-dataset-06742,1,0
Galaxy10_DECals-dataset-06747,1,0
Galaxy10_DECals-dataset-06756,1,2
Galaxy10_DECals-dataset-06757,1,0
Galaxy10_DECals-dataset-06763,1,0
Galaxy10_DECals-dataset-06764,1,0
Galaxy10_DECals-dataset-06765,1,2
Galaxy10_DECals-dataset-06771,1,2
Galaxy10_DECals-dataset-06775,1,0
Galaxy10_DECals-dataset-06776,1,2
Galaxy10_DECals-dataset-06777,1,2
Galaxy10_DECals-dataset-06779,1,0
Galaxy10_DECals-dataset-06782,1,0
Galaxy10_DECals-dataset-06783,1,0
Galaxy10_DECals-dataset-06793,1,0
Galaxy10_DECals-dataset-06811,1,0
Galaxy10_DECals-dataset-06813,1,0
Galaxy10_DECals-dataset-06816,1,0
Galaxy10_DECals-dataset-06820,1,0
Galaxy10_DECals-dataset-06821,1,0
Galaxy10_DECals-dataset-06822,1,0
Galaxy10_DECals-dataset-06827,1,0
Galaxy10_DECals-dataset-06828,1,2
Galaxy10_DECals-dataset-06832,1,0
Galaxy10_DECals-dataset-06835,1,0
Galaxy10_DECals-dataset-06842,1,0
Galaxy10_DECals-dataset-06843,1,0
Galaxy10_DECals-dataset-06847,1,2
Galaxy10_DECals-dataset-06848,1,0
