FILENAME,CLASS,SPLIT
Galaxy10_DECals-dataset-02956,1,train
Galaxy10_DECals-dataset-02957,1,train
Galaxy10_DECals-dataset-02958,1,train
Galaxy10_DECals-dataset-05438,1,validation
Galaxy10_DECals-dataset-05439,1,validation
Galaxy10_DECals-dataset-05440,1,validation
Galaxy10_DECals-dataset-05441,1,validation
Galaxy10_DECals-dataset-05442,1,validation
Galaxy10_DECals-dataset-05443,1,validation
Galaxy10_DECals-dataset-05444,1,validation
Galaxy10_DECals-dataset-05445,1,validation
Galaxy10_DECals-dataset-05446,1,validation
Galaxy10_DECals-dataset-05447,1,validation
Galaxy10_DECals-dataset-06439,1,test
Galaxy10_DECals-dataset-06440,1,test
Galaxy10_DECals-dataset-06441,1,test
Galaxy10_DECals-dataset-06442,1,test
Galaxy10_DECals-dataset-06443,1,test
Galaxy10_DECals-dataset-06444,1,test
Galaxy10_DECals-dataset-06445,1,test
Galaxy10_DECals-dataset-06446,1,test
Galaxy10_DECals-dataset-06447,1,test
Galaxy10_DECals-dataset-06448,1,test
Galaxy10_DECals-dataset-06449,1,test
Galaxy10_DECals-dataset-06450,1,test
Galaxy10_DECals-dataset-06451,1,test
Galaxy10_DECals-dataset-06452,1,test
Galaxy10_DECals-dataset-06453,1,test
Galaxy10_DECals-dataset-07940,2,train
Galaxy10_DECals-dataset-07941,2,train
Galaxy10_DECals-dataset-07942,2,train
Galaxy10_DECals-dataset-07943,2,train
Galaxy10_DECals-dataset-07944,2,train
Galaxy10_DECals-dataset-07945,2,train
Galaxy10_DECals-dataset-07946,2,train
Galaxy10_DECals-dataset-07947,2,train
Galaxy10_DECals-dataset-07948,2,train
Galaxy10_DECals-dataset-07949,2,train
Galaxy10_DECals-dataset-07950,2,train
Galaxy10_DECals-dataset-07951,2,train
Galaxy10_DECals-dataset-07952,2,train
Galaxy10_DECals-dataset-07953,2,train
Galaxy10_DECals-dataset-07954,2,train
Galaxy10_DECals-dataset-07955,2,train
Galaxy10_DECals-dataset-07956,2,train
Galaxy10_DECals-dataset-07957,2,train
Galaxy10_DECals-dataset-07958,2,train
Galaxy10_DECals-dataset-07959,2,train
Galaxy10_DECals-dataset-07960,2,train
Galaxy10_DECals-dataset-07961,2,train
Galaxy10_DECals-dataset-07962,2,train
Galaxy10_DECals-dataset-07963,2,train
Galaxy10_DECals-dataset-07964,2,train
Galaxy10_DECals-dataset-07965,2,train
Galaxy10_DECals-dataset-07966,2,train
Galaxy10_DECals-dataset-07967,2,train
Galaxy10_DECals-dataset-07968,2,train
Galaxy10_DECals-dataset-07969,2,train
Galaxy10_DECals-dataset-07970,2,train
Galaxy10_DECals-dataset-07971,2,train
Galaxy10_DECals-dataset-11190,2,validation
Galaxy10_DECals-dataset-11191,2,validation
Galaxy10_DECals-dataset-11192,2,validation
Galaxy10_DECals-dataset-11193,2,validation
Galaxy10_DECals-dataset-11194,2,validation
Galaxy10_DECals-dataset-11195,2,validation
Galaxy10_DECals-dataset-11196,2,validation
Galaxy10_DECals-dataset-11197,2,validation
Galaxy10_DECals-dataset-11198,2,validation
Galaxy10_DECals-dataset-11199,2,validation
Galaxy10_DECals-dataset-11200,2,validation
Galaxy10_DECals-dataset-11201,2,validation
Galaxy10_DECals-dataset-11202,2,validation
Galaxy10_DECals-dataset-12491,2,test
Galaxy10_DECals-dataset-12492,2,test
Galaxy10_DECals-dataset-12493,2,test
Galaxy10_DECals-dataset-12494,2,test
Galaxy10_DECals-dataset-12495,2,test
Galaxy10_DECals-dataset-12496,2,test
Galaxy10_DECals-dataset-12497,2,test
Galaxy10_DECals-dataset-12498,2,test
Galaxy10_DECals-dataset-12499,2,test
Galaxy10_DECals-dataset-12500,2,test
Galaxy10_DECals-dataset-12501,2,test
Galaxy10_DECals-dataset-12502,2,test
Galaxy10_DECals-dataset-12503,2,test
Galaxy10_DECals-dataset-12504,2,test
Galaxy10_DECals-dataset-12505,2,test
Galaxy10_DECals-dataset-12506,2,test
Galaxy10_DECals-dataset-12507,2,test
Galaxy10_DECals-dataset-12508,2,test
Galaxy10_DECals-dataset-12509,2,test
Galaxy10_DECals-dataset-14440,3,train
Galaxy10_DECals-dataset-14441,3,train
Galaxy10_DECals-dataset-14442,3,train
Galaxy10_DECals-dataset-14443,3,train
Galaxy10_DECals-dataset-14444,3,train
Galaxy10_DECals-dataset-14445,3,train
Galaxy10_DECals-dataset-14446,3,train
Galaxy10_DECals-dataset-14447,3,train
Galaxy10_DECals-dataset-14448,3,train
Galaxy10_DECals-dataset-14449,3,train
Galaxy10_DECals-dataset-14450,3,train
Galaxy10_DECals-dataset-14451,3,train
Galaxy10_DECals-dataset-14452,3,train
Galaxy10_DECals-dataset-14453,3,train
Galaxy10_DECals-dataset-14454,3,train
Galaxy10_DECals-dataset-14455,3,train
Galaxy10_DECals-dataset-16090,3,validation
Galaxy10_DECals-dataset-16091,3,validation
Galaxy10_DECals-dataset-16092,3,validation
Galaxy10_DECals-dataset-16093,3,validation
Galaxy10_DECals-dataset-16094,3,validation
Galaxy10_DECals-dataset-16095,3,validation
Galaxy10_DECals-dataset-16096,3,validation
Galaxy10_DECals-dataset-16749,3,test
Galaxy10_DECals-dataset-16750,3,test
Galaxy10_DECals-dataset-16751,3,test
Galaxy10_DECals-dataset-16752,3,test
Galaxy10_DECals-dataset-16753,3,test
Galaxy10_DECals-dataset-16754,3,test
Galaxy10_DECals-dataset-16755,3,test
Galaxy10_DECals-dataset-16756,3,test
Galaxy10_DECals-dataset-16757,3,test
Galaxy10_DECals-dataset-16758,3,test
