FILENAME,CLASS,SPLIT
Galaxy10_DECals-dataset-00052,0,train
Galaxy10_DECals-dataset-00053,0,train
Galaxy10_DECals-dataset-00054,0,train
Galaxy10_DECals-dataset-00055,0,train
Galaxy10_DECals-dataset-00056,0,train
Galaxy10_DECals-dataset-00057,0,train
Galaxy10_DECals-dataset-00058,0,train
Galaxy10_DECals-dataset-00059,0,train
Galaxy10_DECals-dataset-00060,0,train
Galaxy10_DECals-dataset-00061,0,train
Galaxy10_DECals-dataset-00062,0,train
Galaxy10_DECals-dataset-00063,0,train
Galaxy10_DECals-dataset-00064,0,train
Galaxy10_DECals-dataset-00065,0,train
Galaxy10_DECals-dataset-00066,0,train
Galaxy10_DECals-dataset-00067,0,train
Galaxy10_DECals-dataset-00068,0,train
Galaxy10_DECals-dataset-00069,0,train
Galaxy10_DECals-dataset-00070,0,train
Galaxy10_DECals-dataset-00071,0,train
Galaxy10_DECals-dataset-00072,0,train
Galaxy10_DECals-dataset-00073,0,train
Galaxy10_DECals-dataset-00074,0,train
Galaxy10_DECals-dataset-00075,0,train
Galaxy10_DECals-dataset-00076,0,train
Galaxy10_DECals-dataset-00077,0,train
Galaxy10_DECals-dataset-00078,0,train
Galaxy10_DECals-dataset-00079,0,train
Galaxy10_DECals-dataset-00080,0,train
Galaxy10_DECals-dataset-00081,0,train
Galaxy10_DECals-dataset-00082,0,train
Galaxy10_DECals-dataset-00083,0,train
Galaxy10_DECals-dataset-00084,0,train
Galaxy10_DECals-dataset-00085,0,train
Galaxy10_DECals-dataset-00086,0,train
Galaxy10_DECals-dataset-00087,0,train
Galaxy10_DECals-dataset-00088,0,train
Galaxy10_DECals-dataset-00089,0,train
Galaxy10_DECals-dataset-00090,0,train
Galaxy10_DECals-dataset-00091,0,train
Galaxy10_DECals-dataset-00092,0,train
Galaxy10_DECals-dataset-00093,0,train
Galaxy10_DECals-dataset-00094,0,train
Galaxy10_DECals-dataset-00095,0,train
Galaxy10_DECals-dataset-00096,0,train
Galaxy10_DECals-dataset-00097,0,train
Galaxy10_DECals-dataset-00098,0,train
Galaxy10_DECals-dataset-00099,0,train
Galaxy10_DECals-dataset-00100,0,train
Galaxy10_DECals-dataset-00101,0,train
Galaxy10_DECals-dataset-00102,0,train
Galaxy10_DECals-dataset-00103,0,train
Galaxy10_DECals-dataset-00104,0,train
Galaxy10_DECals-dataset-00105,0,train
Galaxy10_DECals-dataset-00106,0,train
Galaxy10_DECals-dataset-00107,0,train
Galaxy10_DECals-dataset-00108,0,train
Galaxy10_DECals-dataset-00109,0,train
Galaxy10_DECals-dataset-00110,0,train
Galaxy10_DECals-dataset-00111,0,train
Galaxy10_DECals-dataset-00112,0,train
Galaxy10_DECals-dataset-00113,0,train
Galaxy10_DECals-dataset-00114,0,train
Galaxy10_DECals-dataset-00115,0,train
Galaxy10_DECals-dataset-00116,0,train
Galaxy10_DECals-dataset-00117,0,train
Galaxy10_DECals-dataset-00118,0,train
Galaxy10_DECals-dataset-00119,0,train
Galaxy10_DECals-dataset-00120,0,train
Galaxy10_DECals-dataset-00121,0,train
Galaxy10_DECals-dataset-00122,0,train
Galaxy10_DECals-dataset-00123,0,train
Galaxy10_DECals-dataset-00124,0,train
Galaxy10_DECals-dataset-00125,0,train
Galaxy10_DECals-dataset-00126,0,train
Galaxy10_DECals-dataset-00127,0,train
Galaxy10_DECals-dataset-00128,0,train
Galaxy10_DECals-dataset-00129,0,train
Galaxy10_DECals-dataset-00130,0,train
Galaxy10_DECals-dataset-00131,0,train
Galaxy10_DECals-dataset-00132,0,train
Galaxy10_DECals-dataset-00133,0,train
Galaxy10_DECals-dataset-00134,0,train
Galaxy10_DECals-dataset-00135,0,train
Galaxy10_DECals-dataset-00136,0,train
Galaxy10_DECals-dataset-00137,0,train
Galaxy10_DECals-dataset-00138,0,train
Galaxy10_DECals-dataset-00139,0,train
Galaxy10_DECals-dataset-00140,0,train
Galaxy10_DECals-dataset-00141,0,train
Galaxy10_DECals-dataset-00142,0,train
Galaxy10_DECals-dataset-00143,0,train
Galaxy10_DECals-dataset-00144,0,train
Galaxy10_DECals-dataset-00145,0,train
Galaxy10_DECals-dataset-00146,0,train
Galaxy10_DECals-dataset-00147,0,train
Galaxy10_DECals-dataset-00148,0,train
Galaxy10_DECals-dataset-00149,0,train
Galaxy10_DECals-dataset-00150,0,train
Galaxy10_DECals-dataset-00151,0,train
Galaxy10_DECals-dataset-00152,0,train
Galaxy10_DECals-dataset-00153,0,train
Galaxy10_DECals-dataset-00154,0,train
Galaxy10_DECals-dataset-00155,0,train
Galaxy10_DECals-dataset-00156,0,train
Galaxy10_DECals-dataset-00157,0,train
Galaxy10_DECals-dataset-00158,0,train
Galaxy10_DECals-dataset-00159,0,train
Galaxy10_DECals-dataset-00160,0,train
Galaxy10_DECals-dataset-00161,0,train
Galaxy10_DECals-dataset-00162,0,train
Galaxy10_DECals-dataset-00163,0,train
Galaxy10_DECals-dataset-00164,0,train
Galaxy10_DECals-dataset-00165,0,train
Galaxy10_DECals-dataset-00166,0,train
Galaxy10_DECals-dataset-00167,0,train
Galaxy10_DECals-dataset-00168,0,train
Galaxy10_DECals-dataset-00169,0,train
Galaxy10_DECals-dataset-00170,0,train
Galaxy10_DECals-dataset-00171,0,train
Galaxy10_DECals-dataset-00172,0,train
Galaxy10_DECals-dataset-00173,0,train
Galaxy10_DECals-dataset-00174,0,train
Galaxy10_DECals-dataset-00175,0,train
Galaxy10_DECals-dataset-00176,0,train
Galaxy10_DECals-dataset-00177,0,train
Galaxy10_DECals-dataset-00178,0,train
Galaxy10_DECals-dataset-00179,0,train
Galaxy10_DECals-dataset-00180,0,train
Galaxy10_DECals-dataset-00181,0,train
Galaxy10_DECals-dataset-00182,0,train
Galaxy10_DECals-dataset-00183,0,train
Galaxy10_DECals-dataset-00184,0,train
Galaxy10_DECals-dataset-00185,0,train
Galaxy10_DECals-dataset-00186,0,train
Galaxy10_DECals-dataset-00187,0,train
Galaxy10_DECals-dataset-00188,0,train
Galaxy10_DECals-dataset-00189,0,train
Galaxy10_DECals-dataset-00190,0,train
Galaxy10_DECals-dataset-00191,0,train
Galaxy10_DECals-dataset-00192,0,train
Galaxy10_DECals-dataset-00193,0,train
Galaxy10_DECals-dataset-00194,0,train
Galaxy10_DECals-dataset-00195,0,train
Galaxy10_DECals-dataset-00196,0,train
Galaxy10_DECals-dataset-00197,0,train
Galaxy10_DECals-dataset-00198,0,train
Galaxy10_DECals-dataset-00199,0,train
Galaxy10_DECals-dataset-00200,0,train
Galaxy10_DECals-dataset-00201,0,train
Galaxy10_DECals-dataset-00202,0,train
Galaxy10_DECals-dataset-00203,0,train
Galaxy10_DECals-dataset-00204,0,train
Galaxy10_DECals-dataset-00205,0,train
Galaxy10_DECals-dataset-00206,0,train
Galaxy10_DECals-dataset-00207,0,train
Galaxy10_DECals-dataset-00208,0,train
Galaxy10_DECals-dataset-00209,0,train
Galaxy10_DECals-dataset-00210,0,train
Galaxy10_DECals-dataset-00211,0,train
Galaxy10_DECals-dataset-00212,0,train
Galaxy10_DECals-dataset-00213,0,train
Galaxy10_DECals-dataset-00214,0,train
Galaxy10_DECals-dataset-00215,0,train
Galaxy10_DECals-dataset-00216,0,train
Galaxy10_DECals-dataset-00217,0,train
Galaxy10_DECals-dataset-00218,0,train
Galaxy10_DECals-dataset-00219,0,train
Galaxy10_DECals-dataset-00220,0,train
Galaxy10_DECals-dataset-00221,0,train
Galaxy10_DECals-dataset-00222,0,train
Galaxy10_DECals-dataset-00223,0,train
Galaxy10_DECals-dataset-00224,0,train
Galaxy10_DECals-dataset-00225,0,train
Galaxy10_DECals-dataset-00226,0,train
Galaxy10_DECals-dataset-00227,0,train
Galaxy10_DECals-dataset-00228,0,train
Galaxy10_DECals-dataset-00229,0,train
Galaxy10_DECals-dataset-00230,0,train
Galaxy10_DECals-dataset-00231,0,train
Galaxy10_DECals-dataset-00232,0,train
Galaxy10_DECals-dataset-00233,0,train
Galaxy10_DECals-dataset-00234,0,train
Galaxy10_DECals-dataset-00235,0,train
Galaxy10_DECals-dataset-00236,0,train
Galaxy10_DECals-dataset-00237,0,train
Galaxy10_DECals-dataset-00238,0,train
Galaxy10_DECals-dataset-00239,0,train
Galaxy10_DECals-dataset-00240,0,train
Galaxy10_DECals-dataset-00241,0,train
Galaxy10_DECals-dataset-00242,0,train
Galaxy10_DECals-dataset-00243,0,train
Galaxy10_DECals-dataset-00244,0,train
Galaxy10_DECals-dataset-00245,0,train
Galaxy10_DECals-dataset-00246,0,train
Galaxy10_DECals-dataset-00247,0,train
Galaxy10_DECals-dataset-00248,0,train
Galaxy10_DECals-dataset-00249,0,train
Galaxy10_DECals-dataset-00250,0,train
Galaxy10_DECals-dataset-00251,0,train
Galaxy10_DECals-dataset-00252,0,train
Galaxy10_DECals-dataset-00253,0,train
Galaxy10_DECals-dataset-00254,0,train
Galaxy10_DECals-dataset-00255,0,train
Galaxy10_DECals-dataset-00256,0,train
Galaxy10_DECals-dataset-00257,0,train
Galaxy10_DECals-dataset-00258,0,train
Galaxy10_DECals-dataset-00259,0,train
Galaxy10_DECals-dataset-00260,0,train
Galaxy10_DECals-dataset-00261,0,train
Galaxy10_DECals-dataset-00262,0,train
Galaxy10_DECals-dataset-00263,0,train
Galaxy10_DECals-dataset-00264,0,train
Galaxy10_DECals-dataset-00265,0,train
Galaxy10_DECals-dataset-00266,0,train
Galaxy10_DECals-dataset-00267,0,train
Galaxy10_DECals-dataset-00268,0,train
Galaxy10_DECals-dataset-00269,0,train
Galaxy10_DECals-dataset-00270,0,train
Galaxy10_DECals-dataset-00271,0,train
Galaxy10_DECals-dataset-00272,0,train
Galaxy10_DECals-dataset-00273,0,train
Galaxy10_DECals-dataset-00274,0,train
Galaxy10_DECals-dataset-00275,0,train
Galaxy10_DECals-dataset-00276,0,train
Galaxy10_DECals-dataset-00277,0,train
Galaxy10_DECals-dataset-00278,0,train
Galaxy10_DECals-dataset-00279,0,train
Galaxy10_DECals-dataset-00280,0,train
Galaxy10_DECals-dataset-00281,0,train
Galaxy10_DECals-dataset-00282,0,train
Galaxy10_DECals-dataset-00283,0,train
Galaxy10_DECals-dataset-00284,0,train
Galaxy10_DECals-dataset-00285,0,train
Galaxy10_DECals-dataset-00286,0,train
Galaxy10_DECals-dataset-00287,0,train
Galaxy10_DECals-dataset-00288,0,train
Galaxy10_DECals-dataset-00289,0,train
Galaxy10_DECals-dataset-00290,0,train
Galaxy10_DECals-dataset-00291,0,train
Galaxy10_DECals-dataset-00292,0,train
Galaxy10_DECals-dataset-00293,0,train
Galaxy10_DECals-dataset-00294,0,train
Galaxy10_DECals-dataset-00295,0,train
Galaxy10_DECals-dataset-00296,0,train
Galaxy10_DECals-dataset-00297,0,train
Galaxy10_DECals-dataset-00298,0,train
Galaxy10_DECals-dataset-00299,0,train
Galaxy10_DECals-dataset-00300,0,train
Galaxy10_DECals-dataset-00301,0,train
Galaxy10_DECals-dataset-00302,0,train
Galaxy10_DECals-dataset-00303,0,train
Galaxy10_DECals-dataset-00304,0,train
Galaxy10_DECals-dataset-00305,0,train
Galaxy10_DECals-dataset-00306,0,train
Galaxy10_DECals-dataset-00307,0,train
Galaxy10_DECals-dataset-00308,0,train
Galaxy10_DECals-dataset-00309,0,train
Galaxy10_DECals-dataset-00310,0,train
Galaxy10_DECals-dataset-00311,0,train
Galaxy10_DECals-dataset-00312,0,train
Galaxy10_DECals-dataset-00313,0,train
Galaxy10_DECals-dataset-00314,0,train
Galaxy10_DECals-dataset-00315,0,train
Galaxy10_DECals-dataset-00316,0,train
Galaxy10_DECals-dataset-00317,0,train
Galaxy10_DECals-dataset-00318,0,train
Galaxy10_DECals-dataset-00319,0,train
Galaxy10_DECals-dataset-00320,0,train
Galaxy10_DECals-dataset-00321,0,train
Galaxy10_DECals-dataset-00322,0,train
Galaxy10_DECals-dataset-00323,0,train
Galaxy10_DECals-dataset-00324,0,train
Galaxy10_DECals-dataset-00325,0,train
Galaxy10_DECals-dataset-00326,0,train
Galaxy10_DECals-dataset-00327,0,train
Galaxy10_DECals-dataset-00328,0,train
Galaxy10_DECals-dataset-00329,0,train
Galaxy10_DECals-dataset-00330,0,train
Galaxy10_DECals-dataset-00331,0,train
Galaxy10_DECals-dataset-00332,0,train
Galaxy10_DECals-dataset-00333,0,train
Galaxy10_DECals-dataset-00334,0,train
Galaxy10_DECals-dataset-00335,0,train
Galaxy10_DECals-dataset-00336,0,train
Galaxy10_DECals-dataset-00337,0,train
Galaxy10_DECals-dataset-00338,0,train
Galaxy10_DECals-dataset-00339,0,train
Galaxy10_DECals-dataset-00340,0,train
Galaxy10_DECals-dataset-00341,0,train
Galaxy10_DECals-dataset-00342,0,train
Galaxy10_DECals-dataset-00343,0,train
Galaxy10_DECals-dataset-00344,0,train
Galaxy10_DECals-dataset-00345,0,train
Galaxy10_DECals-dataset-00346,0,train
Galaxy10_DECals-dataset-00347,0,train
Galaxy10_DECals-dataset-00348,0,train
Galaxy10_DECals-dataset-00349,0,train
Galaxy10_DECals-dataset-00350,0,train
Galaxy10_DECals-dataset-00351,0,train
Galaxy10_DECals-dataset-00352,0,train
Galaxy10_DECals-dataset-00353,0,train
Galaxy10_DECals-dataset-00354,0,train
Galaxy10_DECals-dataset-00355,0,train
Galaxy10_DECals-dataset-00356,0,train
Galaxy10_DECals-dataset-00357,0,train
Galaxy10_DECals-dataset-00358,0,train
Galaxy10_DECals-dataset-00359,0,train
Galaxy10_DECals-dataset-00360,0,train
Galaxy10_DECals-dataset-00361,0,train
Galaxy10_DECals-dataset-00362,0,train
Galaxy10_DECals-dataset-00363,0,train
Galaxy10_DECals-dataset-00364,0,train
Galaxy10_DECals-dataset-00365,0,train
Galaxy10_DECals-dataset-00366,0,train
Galaxy10_DECals-dataset-00367,0,train
Galaxy10_DECals-dataset-00368,0,train
Galaxy10_DECals-dataset-00369,0,train
Galaxy10_DECals-dataset-00370,0,train
Galaxy10_DECals-dataset-00371,0,train
Galaxy10_DECals-dataset-00372,0,train
Galaxy10_DECals-dataset-00373,0,train
Galaxy10_DECals-dataset-00374,0,train
Galaxy10_DECals-dataset-00375,0,train
Galaxy10_DECals-dataset-00376,0,train
Galaxy10_DECals-dataset-00377,0,train
Galaxy10_DECals-dataset-00378,0,train
Galaxy10_DECals-dataset-00379,0,train
Galaxy10_DECals-dataset-00380,0,train
Galaxy10_DECals-dataset-00381,0,train
Galaxy10_DECals-dataset-00382,0,train
Galaxy10_DECals-dataset-00383,0,train
Galaxy10_DECals-dataset-00384,0,train
Galaxy10_DECals-dataset-00385,0,train
Galaxy10_DECals-dataset-00386,0,train
Galaxy10_DECals-dataset-00387,0,train
Galaxy10_DECals-dataset-00388,0,train
Galaxy10_DECals-dataset-00389,0,train
Galaxy10_DECals-dataset-00390,0,train
Galaxy10_DECals-dataset-00391,0,train
Galaxy10_DECals-dataset-00392,0,train
Galaxy10_DECals-dataset-00393,0,train
Galaxy10_DECals-dataset-00394,0,train
Galaxy10_DECals-dataset-00395,0,train
Galaxy10_DECals-dataset-00396,0,train
Galaxy10_DECals-dataset-00397,0,train
Galaxy10_DECals-dataset-00398,0,train
Galaxy10_DECals-dataset-00399,0,train
Galaxy10_DECals-dataset-00400,0,train
Galaxy10_DECals-dataset-00401,0,train
Galaxy10_DECals-dataset-00402,0,train
Galaxy10_DECals-dataset-00403,0,train
Galaxy10_DECals-dataset-00404,0,train
Galaxy10_DECals-dataset-00405,0,train
Galaxy10_DECals-dataset-00406,0,train
Galaxy10_DECals-dataset-00407,0,train
Galaxy10_DECals-dataset-00408,0,train
Galaxy10_DECals-dataset-00409,0,train
Galaxy10_DECals-dataset-00410,0,train
Galaxy10_DECals-dataset-00411,0,train
Galaxy10_DECals-dataset-00412,0,train
Galaxy10_DECals-dataset-00413,0,train
Galaxy10_DECals-dataset-00414,0,train
Galaxy10_DECals-dataset-00415,0,train
Galaxy10_DECals-dataset-00416,0,train
Galaxy10_DECals-dataset-00417,0,train
Galaxy10_DECals-dataset-00418,0,train
Galaxy10_DECals-dataset-00419,0,train
Galaxy10_DECals-dataset-00420,0,train
Galaxy10_DECals-dataset-00421,0,train
Galaxy10_DECals-dataset-00422,0,train
Galaxy10_DECals-dataset-00423,0,train
Galaxy10_DECals-dataset-00424,0,train
Galaxy10_DECals-dataset-00425,0,train
Galaxy10_DECals-dataset-00426,0,train
Galaxy10_DECals-dataset-00427,0,train
Galaxy10_DECals-dataset-00428,0,train
Galaxy10_DECals-dataset-00429,0,train
Galaxy10_DECals-dataset-00430,0,train
Galaxy10_DECals-dataset-00431,0,train
Galaxy10_DECals-dataset-00432,0,train
Galaxy10_DECals-dataset-00433,0,train
Galaxy10_DECals-dataset-00434,0,train
Galaxy10_DECals-dataset-00435,0,train
Galaxy10_DECals-dataset-00436,0,train
Galaxy10_DECals-dataset-00437,0,train
Galaxy10_DECals-dataset-00438,0,train
Galaxy10_DECals-dataset-00439,0,train
Galaxy10_DECals-dataset-00440,0,train
Galaxy10_DECals-dataset-00441,0,train
Galaxy10_DECals-dataset-00442,0,train
Galaxy10_DECals-dataset-00443,0,train
Galaxy10_DECals-dataset-00444,0,train
Galaxy10_DECals-dataset-00445,0,train
Galaxy10_DECals-dataset-00446,0,train
Galaxy10_DECals-dataset-00447,0,train
Galaxy10_DECals-dataset-00448,0,train
Galaxy10_DECals-dataset-00449,0,train
Galaxy10_DECals-dataset-00450,0,train
Galaxy10_DECals-dataset-00451,0,train
Galaxy10_DECals-dataset-00452,0,train
Galaxy10_DECals-dataset-00453,0,train
Galaxy10_DECals-dataset-00454,0,train
Galaxy10_DECals-dataset-00455,0,train
Galaxy10_DECals-dataset-00456,0,train
Galaxy10_DECals-dataset-00457,0,train
Galaxy10_DECals-dataset-00458,0,train
Galaxy10_DECals-dataset-00459,0,train
Galaxy10_DECals-dataset-00460,0,train
Galaxy10_DECals-dataset-00461,0,train
Galaxy10_DECals-dataset-00462,0,train
Galaxy10_DECals-dataset-00463,0,train
Galaxy10_DECals-dataset-00464,0,train
Galaxy10_DECals-dataset-00465,0,train
Galaxy10_DECals-dataset-00466,0,train
Galaxy10_DECals-dataset-00467,0,train
Galaxy10_DECals-dataset-00468,0,train
Galaxy10_DECals-dataset-00469,0,train
Galaxy10_DECals-dataset-00470,0,train
Galaxy10_DECals-dataset-00471,0,train
Galaxy10_DECals-dataset-00472,0,train
Galaxy10_DECals-dataset-00473,0,train
Galaxy10_DECals-dataset-00474,0,train
Galaxy10_DECals-dataset-00475,0,train
Galaxy10_DECals-dataset-00476,0,train
Galaxy10_DECals-dataset-00477,0,train
Galaxy10_DECals-dataset-00478,0,train
Galaxy10_DECals-dataset-00479,0,train
Galaxy10_DECals-dataset-00480,0,train
Galaxy10_DECals-dataset-00481,0,train
Galaxy10_DECals-dataset-00482,0,train
Galaxy10_DECals-dataset-00483,0,train
Galaxy10_DECals-dataset-00484,0,train
Galaxy10_DECals-dataset-00485,0,train
Galaxy10_DECals-dataset-00486,0,train
Galaxy10_DECals-dataset-00487,0,train
Galaxy10_DECals-dataset-00488,0,train
Galaxy10_DECals-dataset-00489,0,train
Galaxy10_DECals-dataset-00490,0,train
Galaxy10_DECals-dataset-00491,0,train
Galaxy10_DECals-dataset-00492,0,train
Galaxy10_DECals-dataset-00493,0,train
Galaxy10_DECals-dataset-00494,0,train
Galaxy10_DECals-dataset-00495,0,train
Galaxy10_DECals-dataset-00496,0,train
Galaxy10_DECals-dataset-00497,0,train
Galaxy10_DECals-dataset-00498,0,train
Galaxy10_DECals-dataset-00499,0,train
Galaxy10_DECals-dataset-00500,0,train
Galaxy10_DECals-dataset-00501,0,train
Galaxy10_DECals-dataset-00502,0,train
Galaxy10_DECals-dataset-00503,0,train
Galaxy10_DECals-dataset-00504,0,train
Galaxy10_DECals-dataset-00505,0,train
Galaxy10_DECals-dataset-00506,0,train
Galaxy10_DECals-dataset-00507,0,train
Galaxy10_DECals-dataset-00508,0,train
Galaxy10_DECals-dataset-00509,0,train
Galaxy10_DECals-dataset-00510,0,train
Galaxy10_DECals-dataset-00511,0,train
Galaxy10_DECals-dataset-00512,0,train
Galaxy10_DECals-dataset-00513,0,train
Galaxy10_DECals-dataset-00514,0,train
Galaxy10_DECals-dataset-00515,0,train
Galaxy10_DECals-dataset-00516,0,train
Galaxy10_DECals-dataset-00517,0,train
Galaxy10_DECals-dataset-00518,0,train
Galaxy10_DECals-dataset-00519,0,train
Galaxy10_DECals-dataset-00520,0,train
Galaxy10_DECals-dataset-00521,0,train
Galaxy10_DECals-dataset-00522,0,train
Galaxy10_DECals-dataset-00523,0,train
Galaxy10_DECals-dataset-00524,0,train
Galaxy10_DECals-dataset-00525,0,train
Galaxy10_DECals-dataset-00526,0,train
Galaxy10_DECals-dataset-00527,0,train
Galaxy10_DECals-dataset-00528,0,train
Galaxy10_DECals-dataset-00529,0,train
Galaxy10_DECals-dataset-00530,0,train
Galaxy10_DECals-dataset-00531,0,train
Galaxy10_DECals-dataset-00532,0,train
Galaxy10_DECals-dataset-00533,0,train
Galaxy10_DECals-dataset-00534,0,train
Galaxy10_DECals-dataset-00535,0,train
Galaxy10_DECals-dataset-00536,0,train
Galaxy10_DECals-dataset-00537,0,train
Galaxy10_DECals-dataset-00538,0,train
Galaxy10_DECals-dataset-00539,0,validation
Galaxy10_DECals-dataset-00540,0,validation
Galaxy10_DECals-dataset-00541,0,validation
Galaxy10_DECals-dataset-00542,0,validation
Galaxy10_DECals-dataset-00543,0,validation
Galaxy10_DECals-dataset-00544,0,validation
Galaxy10_DECals-dataset-00545,0,validation
Galaxy10_DECals-dataset-00546,0,validation
Galaxy10_DECals-dataset-00547,0,validation
Galaxy10_DECals-dataset-00548,0,validation
Galaxy10_DECals-dataset-00549,0,validation
Galaxy10_DECals-dataset-00550,0,validation
Galaxy10_DECals-dataset-00551,0,validation
Galaxy10_DECals-dataset-00552,0,validation
Galaxy10_DECals-dataset-00553,0,validation
Galaxy10_DECals-dataset-00554,0,validation
Galaxy10_DECals-dataset-00555,0,validation
Galaxy10_DECals-dataset-00556,0,validation
Galaxy10_DECals-dataset-00557,0,validation
Galaxy10_DECals-dataset-00558,0,validation
Galaxy10_DECals-dataset-00559,0,validation
Galaxy10_DECals-dataset-00560,0,validation
Galaxy10_DECals-dataset-00561,0,validation
Galaxy10_DECals-dataset-00562,0,validation
Galaxy10_DECals-dataset-00563,0,validation
Galaxy10_DECals-dataset-00564,0,validation
Galaxy10_DECals-dataset-00565,0,validation
Galaxy10_DECals-dataset-00566,0,validation
Galaxy10_DECals-dataset-00567,0,validation
Galaxy10_DECals-dataset-00568,0,validation
Galaxy10_DECals-dataset-00569,0,validation
Galaxy10_DECals-dataset-00570,0,validation
Galaxy10_DECals-dataset-00571,0,validation
Galaxy10_DECals-dataset-00572,0,validation
Galaxy10_DECals-dataset-00573,0,validation
Galaxy10_DECals-dataset-00574,0,validation
Galaxy10_DECals-dataset-00575,0,validation
Galaxy10_DECals-dataset-00576,0,validation
Galaxy10_DECals-dataset-00577,0,validation
Galaxy10_DECals-dataset-00578,0,validation
Galaxy10_DECals-dataset-00579,0,validation
Galaxy10_DECals-dataset-00580,0,validation
Galaxy10_DECals-dataset-00581,0,validation
Galaxy10_DECals-dataset-00582,0,validation
Galaxy10_DECals-dataset-00583,0,validation
Galaxy10_DECals-dataset-00584,0,validation
Galaxy10_DECals-dataset-00585,0,validation
Galaxy10_DECals-dataset-00586,0,validation
Galaxy10_DECals-dataset-00587,0,validation
Galaxy10_DECals-dataset-00588,0,validation
Galaxy10_DECals-dataset-00589,0,validation
Galaxy10_DECals-dataset-00590,0,validation
Galaxy10_DECals-dataset-00591,0,validation
Galaxy10_DECals-dataset-00592,0,validation
Galaxy10_DECals-dataset-00593,0,validation
Galaxy10_DECals-dataset-00594,0,validation
Galaxy10_DECals-dataset-00595,0,validation
Galaxy10_DECals-dataset-00596,0,validation
Galaxy10_DECals-dataset-00597,0,validation
Galaxy10_DECals-dataset-00598,0,validation
Galaxy10_DECals-dataset-00599,0,validation
Galaxy10_DECals-dataset-00600,0,validation
Galaxy10_DECals-dataset-00601,0,validation
Galaxy10_DECals-dataset-00602,0,validation
Galaxy10_DECals-dataset-00603,0,validation
Galaxy10_DECals-dataset-00604,0,validation
Galaxy10_DECals-dataset-00605,0,validation
Galaxy10_DECals-dataset-00606,0,validation
Galaxy10_DECals-dataset-00607,0,validation
Galaxy10_DECals-dataset-00608,0,validation
Galaxy10_DECals-dataset-00609,0,validation
Galaxy10_DECals-dataset-00610,0,validation
Galaxy10_DECals-dataset-00611,0,validation
Galaxy10_DECals-dataset-00612,0,validation
Galaxy10_DECals-dataset-00613,0,validation
Galaxy10_DECals-dataset-00614,0,validation
Galaxy10_DECals-dataset-00615,0,validation
Galaxy10_DECals-dataset-00616,0,validation
Galaxy10_DECals-dataset-00617,0,validation
Galaxy10_DECals-dataset-00618,0,validation
Galaxy10_DECals-dataset-00619,0,validation
Galaxy10_DECals-dataset-00620,0,validation
Galaxy10_DECals-dataset-00621,0,validation
Galaxy10_DECals-dataset-00622,0,validation
Galaxy10_DECals-dataset-00623,0,validation
Galaxy10_DECals-dataset-00624,0,validation
Galaxy10_DECals-dataset-00625,0,validation
Galaxy10_DECals-dataset-00626,0,validation
Galaxy10_DECals-dataset-00627,0,validation
Galaxy10_DECals-dataset-00628,0,validation
Galaxy10_DECals-dataset-00629,0,validation
